LISTING_URL,BRAND,PRICE,DEPRE_YEARLY,REG_DATE,MILEAGE_KM,MANUFACTURED_YEAR,ROAD_TAX_YEARLY,TRANSMISSION,DEREG_VALUE_FROM_SCRAPE_DATE,SCRAPE_DATE,OMV,ARF,COE_FROM_SCRAPE_DATE,DAYS_OF_COE_LEFT,ENGINE_CAPACITY_CC,CURB_WEIGHT_KG,NO_OF_OWNERS,VEHICLE_TYPE,FUEL_TYPE
https://www.sgcarmart.com/used_cars/info.php?ID=1324539&DL=3381\,B.M.W. 740LI SR LED NAV HUD,199800,19970,29-Dec-2015,103000,2015,2384,Auto,,15/09/2024,83196,121753,,365,2998,1770,1,Luxury Sedan,Petrol
https://www.sgcarmart.com/used_cars/info.php?ID=1334556&DL=1162\,HONDA ODYSSEY 2.4 EXV-S CVT SR,48800,17530,11-Jul-2016,160747,2016,1630,Auto,29009,15/09/2024,29939,33915,57010,396,2356,1855,1,MPV,Petrol
https://www.sgcarmart.com/used_cars/info.php?ID=1311191&DL=3792\,MERCEDES BENZ C180 AVG (R17 LED),117800,19870,24-Jul-2019,115000,2019,740,Auto,49167,15/09/2024,36204,42686,39728,1584,1595,1490,1,Luxury Sedan,Petrol
https://www.sgcarmart.com/used_cars/info.php?ID=1254344&DL=3382\,NISSAN KICKS PREMIUM PLUS 1.2L E-POWER,135998,14780,06-Jul-2023,39109,SUV,772,2021,85891,15/09/2024,,,96501,3168,1198,1330,2,,Petrol-Electric
https://www.sgcarmart.com/used_cars/info.php?ID=1331264&DL=4617\,HYUNDAI ELANTRA AD 1.6 GLS AT (AMS),56800,12540,25-Sep-2018,88000,2018,738,Auto,20118,15/09/2024,12630,12630,28000,1464,1591,1345,1,Mid-Sized Sedan,Petrol
https://www.sgcarmart.com/used_cars/info.php?ID=1325847&DL=8008\,AUDI A3 SEDAN 1.4 TFSI (AMBIENTE),99888,10380,29-Apr-2014,130000,2014,686,Auto,62786,15/09/2024,27226,15117,78482,3564,1395,1310,4,Luxury Sedan,Petrol
https://www.sgcarmart.com/used_cars/info.php?ID=1309271&DL=4617\,TOYOTA HARRIER PREMIUM 2.0 A,56300,16990,03-Jan-2017,93000,2016,1196,Auto,32879,15/09/2024,33923,34493,53001,792,1986,1610,2,SUV,Petrol
https://www.sgcarmart.com/used_cars/info.php?ID=1334797&DL=3414\,HONDA STREAM 1.8X A,63500,17370,12-May-2008,189000,2008,1467,Auto,14148,15/09/2024,17127,17127,38712,1188,1799,1350,3,MPV,Petrol
https://www.sgcarmart.com/used_cars/info.php?ID=1317107&DL=3100\,TOYOTA COROLLA AXIO 1.5X A,29800,13120,28-Sep-2016,76000,2016,682,Auto,14596,15/09/2024,16257,6257,53334,732,1496,1090,4,Mid-Sized Sedan,Petrol
https://www.sgcarmart.com/used_cars/info.php?ID=1283352&DL=4286\,KIA CERATO 1.6(A) EX,76800,14340,23-Jul-2019,93000,2018,738,Auto,24637,15/09/2024,14395,14395,30009,1584,1591,1287,1,Mid-Sized Sedan,Petrol
