LISTING_URL,BRAND,PRICE,DEPRE_YEARLY,REG_DATE,MILEAGE_KM,MANUFACTURED_YEAR,ROAD_TAX_YEARLY,TRANSMISSION,DEREG_VALUE_FROM_SCRAPE_DATE,SCRAPE_DATE,OMV,ARF,COE_FROM_SCRAPE_DATE,DAYS_OF_COE_LEFT,ENGINE_CAPACITY_CC,CURB_WEIGHT_KG,NO_OF_OWNERS,VEHICLE_TYPE,FUEL_TYPE
https://www.sgcarmart.com/used_cars/info.php?ID=1271661&DL=1015\,VOLKSWAGEN POLO 1.4 AT 6R13E7,48800,8710,23-Apr-2010,94500,2010,930,Auto,18419,15/09/2024,15071,15071,32875,1980,1390,1129,1,Hatchback,Petrol
https://www.sgcarmart.com/used_cars/info.php?ID=1284688&DL=1000\,,63800,16840,16-Mar-2018,51500,SUV,974,2017,19976,15/09/2024,,,39001,1185,1797,1440,1,,
https://www.sgcarmart.com/used_cars/info.php?ID=1332664&DL=2870\,SKODA KODIAQ 1.4 TSI AMBITION PLUS,104988,18830,11-Jul-2019,116100,2019,624,Auto,36303,15/09/2024,26038,28454,34000,1584,1395,1572,2,SUV,Petrol
https://www.sgcarmart.com/used_cars/info.php?ID=1295534&DL=4383\,MERCEDES BENZ E230,33000,8510,13-Feb-2009,125000,2008,2694,Auto,14300,15/09/2024,55341,55341,36888,1188,2497,1605,5,Luxury Sedan,Petrol
https://www.sgcarmart.com/used_cars/info.php?ID=1334751&DL=1000\,,68800,14140,28-Sep-2018,128874,2018,1210,Auto,29905,15/09/2024,22467,23454,33420,1464,1998,1515,3,Luxury Sedan,
https://www.sgcarmart.com/used_cars/info.php?ID=1293842&DL=1009\,VOLVO S60 T5 R-DESIGN A/T S/R,67000,15460,29-Nov-2017,117266,2017,1176,Auto,41102,15/09/2024,30675,34945,57414,1188,1969,1612,3,Luxury Sedan,Petrol
https://www.sgcarmart.com/used_cars/info.php?ID=1315174&DL=3968\,NISSAN QASHQAI 1.2 DIG-T CVT ABS 2WD 5DR,24800,13570,15-Jan-2016,98000,2015,508,Auto,13392,15/09/2024,18454,13454,45002,396,1197,1285,4,SUV,Petrol
https://www.sgcarmart.com/used_cars/info.php?ID=1332374&DL=4073\,MERCEDES BENZ AMG GLB 35 PREMIUM PLUS 7SEATER,225800,27100,08-Oct-2021,40000,2021,1202,Auto,99793,15/09/2024,53737,68727,68310,2562,1991,1755,1,SUV,Petrol
https://www.sgcarmart.com/used_cars/info.php?ID=1333637&DL=3426\,KIA NIRO HYBRID 1.6 GDI DCT SUNROOF,56800,16540,28-Dec-2017,95000,SUV,732,2017,20879,15/09/2024,,,53711,1188,1580,1425,1,,Petrol-Electric
https://www.sgcarmart.com/used_cars/info.php?ID=1336066&DL=4147\,AUDI A6 SPORT 50 TFSI E QUATTRO,258988,22470,12-Sep-2024,28,Luxury,1194,2021,136715,15/09/2024,,,106300,3564,1984,2085,1,,Petrol-Electric
https://www.sgcarmart.com/used_cars/info.php?ID=1302338&DL=1198\,VOLKSWAGEN JETTA GP 1.4 TSI 90 A/T HL HID 1634G5,29800,11170,20-May-2016,145952,2015,620,Auto,20219,15/09/2024,21562,22187,47889,396,1390,1417,2,Mid-Sized Sedan,Petrol
https://www.sgcarmart.com/used_cars/info.php?ID=1252488&DL=2356\,MERCEDES BENZ E220D AUTO,99800,25570,31-Aug-2017,89091,Luxury,1734,2016,43825,15/09/2024,,,50000,792,1950,1680,2,,Diesel
https://www.sgcarmart.com/used_cars/info.php?ID=1320860&DL=3160\,HONDA VEZEL HYBRID 1.5X AUTO,84288,15060,27-Aug-2019,68000,SUV,682,2018,32763,15/09/2024,,,38602,1584,1496,1280,2,,Petrol-Electric
https://www.sgcarmart.com/used_cars/info.php?ID=1334422&DL=3089\,HONDA VEZEL 1.5S CVT,37800,13470,24-Oct-2016,118000,2016,682,Auto,22384,15/09/2024,22782,18895,52503,792,1496,1210,2,SUV,Petrol
https://www.sgcarmart.com/used_cars/info.php?ID=1334890&DL=3648\,MERCEDES BENZ S320L (R19 LED),139777,26010,30-Jun-2017,71000,2017,2382,Auto,95520,15/09/2024,90326,134587,53001,792,2996,1940,3,Luxury Sedan,Petrol
https://www.sgcarmart.com/used_cars/info.php?ID=1334521&DL=2283\,MAZDA MAZDA6 SEDAN 2.0 AT EXECUTIVE EU6,63800,14660,30-Apr-2018,140000,2018,1210,Auto,27678,15/09/2024,20990,21386,38039,1188,1998,1472,1,Luxury Sedan,Petrol
https://www.sgcarmart.com/used_cars/info.php?ID=1333430&DL=4385\,HONDA JAZZ 1.4A,43800,10940,17-Sep-2008,,2008,885,Auto,12953,15/09/2024,13918,13918,32339,1464,1339,1040,6,Hatchback,Petrol
https://www.sgcarmart.com/used_cars/info.php?ID=1272418&DL=4405\,MITSUBISHI EVO X GSR SST 6-SPEED AMT,105000,26500,01-Sep-2008,,2008,1815,Auto,13862,15/09/2024,47577,47577,34991,1188,1998,1625,,Sports Car,Petrol
https://www.sgcarmart.com/used_cars/info.php?ID=1333933&DL=2976\,TOYOTA WISH 2.0 AUTO,60800,11850,15-Dec-2009,,2009,1797,Auto,19234,15/09/2024,22003,22003,37502,1980,1987,1380,4,MPV,Petrol
