LISTING_URL,BRAND,PRICE,DEPRE_YEARLY,REG_DATE,MILEAGE_KM,MANUFACTURED_YEAR,ROAD_TAX_YEARLY,TRANSMISSION,DEREG_VALUE_FROM_SCRAPE_DATE,SCRAPE_DATE,OMV,ARF,COE_FROM_SCRAPE_DATE,DAYS_OF_COE_LEFT,ENGINE_CAPACITY_CC,CURB_WEIGHT_KG,NO_OF_OWNERS,VEHICLE_TYPE,FUEL_TYPE
https://www.sgcarmart.com/used_cars/info.php?ID=1321603&DL=3863,MERCEDES BENZ C160 SEDAN AVG (R17 LED),133800,19680,09-Jul-2020,86101,2019,684,Auto,48050,15/09/2024,33371,38720,32699,1980,1497,1505,2,Luxury Sedan,Petrol
https://www.sgcarmart.com/used_cars/info.php?ID=1266752&DL=2410\,MERCEDES BENZ E200 A,151800,16620,26-Nov-2013,120000,2013,1322,Auto,102475,15/09/2024,53788,63819,128094,3564,1991,1725,4,Sports Car,Petrol
https://www.sgcarmart.com/used_cars/info.php?ID=1325766&DL=1026\,HYUNDAI ELANTRA AD 1.6 GLS AT,44800,12460,22-Sep-2017,108000,2017,738,Auto,22314,15/09/2024,14421,14421,42900,1098,1591,1345,1,Mid-Sized Sedan,Petrol
https://www.sgcarmart.com/used_cars/info.php?ID=1333018&DL=3597\,HONDA CIVIC 1.6 VTI CVT,109663,22980,17-Jan-2019,95959,2018,742,Auto,24142,15/09/2024,19877,19877,23568,1584,1597,1249,2,Mid-Sized Sedan,Petrol
https://www.sgcarmart.com/used_cars/info.php?ID=1319796&DL=3900\,HONDA ODYSSEY 2.4 EXV-S CVT SR,57000,17940,02-Nov-2016,126000,2016,1630,Auto,33862,15/09/2024,32594,37632,53001,792,2356,1855,4,MPV,Petrol
https://www.sgcarmart.com/used_cars/info.php?ID=1334495&DL=2969\,MITSUBISHI ASX 2.0 CVT ABS D/AIRBAG 2WD,29800,12900,03-May-2016,136000,2016,1210,Auto,17341,15/09/2024,17623,17623,47000,396,1998,1355,1,SUV,Petrol
https://www.sgcarmart.com/used_cars/info.php?ID=1333985&DL=3749\,FERRARI 488 PISTA,1288000,200980,24-Jul-2019,15000,2019,3796,Auto,453728,15/09/2024,362557,624603,34000,1584,3902,1455,3,Sports Car,Petrol
https://www.sgcarmart.com/used_cars/info.php?ID=1285070&DL=2469\,HONDA CIVIC 1.5 TURBO VTIS SR,49800,15270,09-Feb-2017,,2016,684,Auto,28059,15/09/2024,28086,26321,51109,792,1498,1324,4,Mid-Sized Sedan,Petrol
https://www.sgcarmart.com/used_cars/info.php?ID=1334024&DL=3358\,MAZDA MAZDA3 5-DOOR HATCHBACK 1.5L SP.6EAT,15800,10160,26-Aug-2015,148000,2015,682,Auto,11644,15/09/2024,17450,12450,57498,31,1496,1324,4,Hatchback,Petrol
https://www.sgcarmart.com/used_cars/info.php?ID=1321453&DL=4727\,HYUNDAI ELANTRA AD 1.6 GLS AT (AMS),56800,12250,31-Oct-2018,98000,2018,738,Auto,20502,15/09/2024,12515,12515,28457,1584,1591,1345,1,Mid-Sized Sedan,Petrol
https://www.sgcarmart.com/used_cars/info.php?ID=1315945&DL=3283\,MINI COOPER S CABRIO AT LED NAV,74000,22420,20-Apr-2017,56000,2017,1210,Auto,33166,15/09/2024,31982,31775,54405,792,1998,1360,3,Sports Car,Petrol
https://www.sgcarmart.com/used_cars/info.php?ID=1321886&DL=1043\,MERCEDES BENZ GLA180 PROGRESSIVE,189800,20420,30-Jan-2023,23000,2022,586,Auto,92438,15/09/2024,32416,37383,80501,3168,1332,1480,1,SUV,Petrol
https://www.sgcarmart.com/used_cars/info.php?ID=1307272&DL=2940\,INFINITI Q30 1.5D PREMIUM DCT,53500,13540,10-Oct-2017,87000,SUV,1048,2016,28392,15/09/2024,,,41761,1098,1461,1485,1,,Diesel
https://www.sgcarmart.com/used_cars/info.php?ID=1293026&DL=3350\,TOYOTA ALPHARD HYBRID STANDARD (AUTO),365888,32560,17-Apr-2024,80,MPV,1784,2023,137600,15/09/2024,,,97000,3564,2487,2155,1,,Petrol-Electric
https://www.sgcarmart.com/used_cars/info.php?ID=1334417&DL=1054\,HYUNDAI AD AVANTE 1.6 GLS (A) ELITE,67800,13580,19-Jan-2019,126069,2018,738,Auto,23560,15/09/2024,17568,17568,25920,1584,1591,1345,1,Mid-Sized Sedan,Petrol
https://www.sgcarmart.com/used_cars/info.php?ID=1313473&DL=4073\,RENAULT GRAND SCENIC IV 1.5 DCI AT EU6,103850,22140,31-Dec-2018,115000,MPV,1048,2018,23279,15/09/2024,,,25501,1584,1461,1540,1,,Diesel
https://www.sgcarmart.com/used_cars/info.php?ID=1305503&DL=2080\,TOYOTA LEXUS GS300 AUTO,56800,9670,30-Jul-2010,,2010,3570,Auto,19709,15/09/2024,54324,54324,33568,1980,2995,1660,5,Luxury Sedan,Petrol
https://www.sgcarmart.com/used_cars/info.php?ID=1334433&DL=1000\,,51800,19590,26-Nov-2015,106000,2015,1210,Auto,38541,15/09/2024,46288,56804,61103,396,1997,1615,2,Luxury Sedan,
https://www.sgcarmart.com/used_cars/info.php?ID=1332457&DL=1000\,,193000,24390,25-Jun-2021,38500,2021,1210,Auto,83592,15/09/2024,45318,55446,62000,2376,1998,1685,2,SUV,
https://www.sgcarmart.com/used_cars/info.php?ID=1329259&DL=4457\,TOYOTA C-HR HYBRID 1.8S CVT,45800,16030,30-May-2017,,SUV,974,2017,17858,15/09/2024,,,55000,792,1797,1440,1,,Petrol-Electric
https://www.sgcarmart.com/used_cars/info.php?ID=1295432&DL=2349\,CITROEN GC4 PICASSO 1.2 PURETECH 130 EAT6,76800,16000,10-Oct-2018,113000,2017,508,Auto,27953,15/09/2024,22423,23393,28457,1464,1199,1317,2,MPV,Petrol
https://www.sgcarmart.com/used_cars/info.php?ID=1336241&DL=4056\,HONDA JAZZ 1.5 VTIR CVT ABS D/AIRBAG 2WD,25800,13190,28-Mar-2016,,2016,684,Auto,14035,15/09/2024,16259,11259,51301,396,1498,1046,3,Hatchback,Petrol
https://www.sgcarmart.com/used_cars/info.php?ID=1330507&DL=3451\,HONDA ODYSSEY 2.4 EX-S CVT,113888,19600,04-Sep-2019,99000,2019,1630,Auto,42910,15/09/2024,29271,32980,39889,1584,2356,1776,1,MPV,Petrol
https://www.sgcarmart.com/used_cars/info.php?ID=1261955&DL=2189\,JEEP CHEROKEE LIMITED 2.4 A/T ABS AIRBAG 4WD,72800,16180,27-Jul-2017,123000,2015,1636,Auto,46120,15/09/2024,43593,53031,50001,792,2360,1994,2,SUV,Petrol
https://www.sgcarmart.com/used_cars/info.php?ID=1312847&DL=2391\,TOYOTA ALLION 1.5 A,56822,10730,12-Jan-2010,110000,2008,1023,Auto,16934,15/09/2024,18020,18020,31976,1980,1496,1200,1,Mid-Sized Sedan,Petrol
https://www.sgcarmart.com/used_cars/info.php?ID=1328942&DL=4481\,AUDI A4 1.4 TFSI S TRONIC,35800,14540,31-Mar-2016,130000,2016,624,Auto,22177,15/09/2024,32076,26907,48002,396,1395,1450,2,Luxury Sedan,Petrol
