,LISTING_URL,BRAND,PRICE,DEPRE_YEARLY,REG_DATE,MILEAGE_KM,MANUFACTURED_YEAR,ROAD_TAX_YEARLY,TRANSMISSION,DEREG_VALUE_FROM_SCRAPE_DATE,SCRAPE_DATE,OMV,ARF,COE_FROM_SCRAPE_DATE,DAYS_OF_COE_LEFT,ENGINE_CAPACITY_CC,CURB_WEIGHT_KG,NO_OF_OWNERS,VEHICLE_TYPE,FUEL_TYPE
3347,https://www.sgcarmart.com/used_cars/info.php?ID=1334014&DL=4343\,HONDA CIVIC 1.6L 5AT,60800.0,14800.0,24-Oct-2008,,2008,1110.0,Auto,12437.0,15/09/2024,20060.0,20060.0,30284.0,1584.0,1595.0,1220.0,6.0,Mid-Sized Sedan,Petrol
3348,https://www.sgcarmart.com/used_cars/info.php?ID=1231110&DL=2976\,B.M.W. 740I AT 3.0L ABS D/AB HID 2WD 4DR TC SR,72800.0,15740.0,16-Oct-2009,138000.0,2009,3543.0,Auto,16376.0,15/09/2024,92958.0,92958.0,35411.0,1584.0,2979.0,1860.0,6.0,Luxury Sedan,Petrol
3349,https://www.sgcarmart.com/used_cars/info.php?ID=1334224&DL=4210\,NISSAN X-TRAIL 2.0 CVT,88800.0,18770.0,27-Sep-2018,44000.0,2018,1210.0,Auto,30950.0,15/09/2024,24412.0,26177.0,31307.0,1464.0,1997.0,1626.0,1.0,SUV,Petrol
3350,https://www.sgcarmart.com/used_cars/info.php?ID=1333990&DL=2244\,TOYOTA LEXUS ES300H LUXURY CVT S/R,66800.0,21080.0,02-Sep-2016,117792.0,Luxury,1792.0,2016,39161.0,15/09/2024,,,56956.0,396.0,2494.0,1705.0,2.0,,Petrol-Electric
3351,https://www.sgcarmart.com/used_cars/info.php?ID=1320505&DL=1039\,M.G. MG4 EV TROPHY LR 99KW,145800.0,15020.0,31-May-2024,45.0,2024,1496.0,Auto,68001.0,15/09/2024,,28902.0,85001.0,3564.0,,1685.0,1.0,Hatchback,Electric
3352,https://www.sgcarmart.com/used_cars/info.php?ID=1332510&DL=2305\,TOYOTA HARRIER PREMIUM 2.0 A,58800.0,17350.0,20-Jan-2017,96000.0,2016,1196.0,Auto,34151.0,15/09/2024,35144.0,36202.0,53001.0,792.0,1986.0,1620.0,2.0,SUV,Petrol
3353,https://www.sgcarmart.com/used_cars/info.php?ID=1251025&DL=2454\,TOYOTA NOAH HYBRID 1.8X CVT,191800.0,20210.0,21-Nov-2023,75.0,MPV,974.0,2023,126066.0,15/09/2024,,,146002.0,3564.0,1797.0,1640.0,1.0,,Petrol-Electric
3354,https://www.sgcarmart.com/used_cars/info.php?ID=1336069&DL=2150\,HONDA MOBILIO SV 1.5 CVT,28800.0,12720.0,15-Mar-2016,,2016,684.0,Auto,17761.0,15/09/2024,19628.0,19628.0,46651.0,396.0,1497.0,1160.0,1.0,MPV,Petrol
3355,https://www.sgcarmart.com/used_cars/info.php?ID=1335554&DL=3415\,B.M.W. 523I 2.5 AT ABS D/AB 2WD 4DR GAS/D,80800.0,12660.0,28-Feb-2011,145000.0,2011,2514.0,Auto,27235.0,15/09/2024,41236.0,41236.0,42683.0,2376.0,2497.0,1650.0,3.0,Luxury Sedan,Petrol
3356,https://www.sgcarmart.com/used_cars/info.php?ID=1236326&DL=1245\,AUDI A6 2.0L TFSI MU S-LINE CVT TC D/AB HID,68888.0,13770.0,16-Sep-2009,137000.0,2009,1791.0,Auto,18981.0,15/09/2024,46147.0,46147.0,37941.0,1825.0,1984.0,1550.0,1.0,Luxury Sedan,Petrol
3357,https://www.sgcarmart.com/used_cars/info.php?ID=1333795&DL=2655\,MERCEDES BENZ C180 CAB (R17 LED),97888.0,25050.0,08-Jun-2017,85000.0,2016,740.0,Auto,50354.0,15/09/2024,48003.0,59205.0,54405.0,792.0,1595.0,1615.0,1.0,Sports Car,Petrol
