LISTING_URL,BRAND,PRICE,DEPRE_YEARLY,REG_DATE,MILEAGE_KM,MANUFACTURED_YEAR,ROAD_TAX_YEARLY,TRANSMISSION,DEREG_VALUE_FROM_SCRAPE_DATE,SCRAPE_DATE,OMV,ARF,COE_FROM_SCRAPE_DATE,DAYS_OF_COE_LEFT,ENGINE_CAPACITY_CC,CURB_WEIGHT_KG,NO_OF_OWNERS,VEHICLE_TYPE,FUEL_TYPE
https://www.sgcarmart.com/used_cars/info.php?ID=1334877&DL=3486\,B.M.W. 318I ADPT LED HL SPORTLINE,155900,20570,26-Jan-2021,20000,2020,1210,Auto,68622,15/09/2024,41367,49914,49001,2376,1998,1490,1,Luxury Sedan,Petrol
https://www.sgcarmart.com/used_cars/info.php?ID=1323337&DL=3759\,MITSUBISHI ECLIPSE CROSS 1.5 CVT,72800,14540,05-Dec-2018,61000,2018,184,Auto,22520,15/09/2024,21994,22792,15551,1584,1499,1490,1,SUV,Petrol
https://www.sgcarmart.com/used_cars/info.php?ID=1312132&DL=2014\,HYUNDAI CN7 AVANTE 1.6 DOHC CVT S,107800,14290,27-Jan-2022,31816,2021,742,Auto,46404,15/09/2024,18864,5000,57898,2772,1598,1280,1,Mid-Sized Sedan,Petrol
https://www.sgcarmart.com/used_cars/info.php?ID=1331464&DL=3382\,B.M.W. X6 3.0 A,123998,17600,28-Nov-2011,101117,2011,3071,Auto,40942,15/09/2024,71195,71195,58124,2562,2979,2145,4,SUV,Petrol
https://www.sgcarmart.com/used_cars/info.php?ID=1326911&DL=4667\,HONDA SHUTTLE 1.5G CVT,57000,13900,29-Jun-2018,79325,2018,682,Auto,18728,15/09/2024,18774,8774,34400,1188,1496,1130,1,Stationwagon,Petrol
https://www.sgcarmart.com/used_cars/info.php?ID=1314845&DL=2189\,MERCEDES BENZ E250 EXCLUSIVE (R18 LED),125800,22590,26-Jun-2018,120000,2018,1202,Auto,67142,15/09/2024,60509,80917,38501,1188,1991,1615,1,Luxury Sedan,Petrol
https://www.sgcarmart.com/used_cars/info.php?ID=1327312&DL=1000\,,148888,37600,03-Jul-2017,117000,2017,2384,Auto,66583,15/09/2024,64240,87632,50110,792,2998,1595,2,Luxury Sedan,
https://www.sgcarmart.com/used_cars/info.php?ID=1333063&DL=1000\,,135800,13570,08-Dec-2014,,2014,1194,Auto,,15/09/2024,38503,40905,,365,1984,1565,3,Luxury Sedan,
https://www.sgcarmart.com/used_cars/info.php?ID=1332884&DL=3650\,B.M.W. 520I 2.0L AT D/AB 2WD 4DR GAS/D NAV,93800,13160,02-Apr-2012,,2012,1573,Auto,43190,15/09/2024,43268,43268,60586,2772,1997,1610,2,Luxury Sedan,Petrol
https://www.sgcarmart.com/used_cars/info.php?ID=1330560&DL=4717\,SUBARU IMPREZA 4D 2.0I-S EYESIGHT AWD CVT,85800,12110,29-Mar-2021,48000,2020,1208,Auto,40744,15/09/2024,13377,13377,47001,2376,1995,1438,1,Mid-Sized Sedan,Petrol
