LISTING_URL,BRAND,PRICE,DEPRE_YEARLY,REG_DATE,MILEAGE_KM,MANUFACTURED_YEAR,ROAD_TAX_YEARLY,TRANSMISSION,DEREG_VALUE_FROM_SCRAPE_DATE,SCRAPE_DATE,OMV,ARF,COE_FROM_SCRAPE_DATE,DAYS_OF_COE_LEFT,ENGINE_CAPACITY_CC,CURB_WEIGHT_KG,NO_OF_OWNERS,VEHICLE_TYPE,FUEL_TYPE
https://www.sgcarmart.com/used_cars/info.php?ID=1327230&DL=1000\,,19800,16860,25-Jun-2015,140000,Luxury,1144,2015,11874,15/09/2024,,,66000,279,1560,1549,2,,
https://www.sgcarmart.com/used_cars/info.php?ID=1307262&DL=3648\,RENAULT SCENIC IV 1.5L DCI AT EU6,61777,11820,24-Apr-2019,44000,Hatchback,1048,2019,23678,15/09/2024,,,29159,1584,1461,1501,3,,Diesel
https://www.sgcarmart.com/used_cars/info.php?ID=1321506&DL=2098\,HONDA CIVIC 1.6 VTI CVT,42500,14390,16-Dec-2016,98000,2016,742,Auto,24142,15/09/2024,20173,20243,53334,790,1597,1249,1,Mid-Sized Sedan,Petrol
https://www.sgcarmart.com/used_cars/info.php?ID=1317661&DL=3137\,HONDA CIVIC 1.8L 5AT,21800,13560,26-Apr-2011,,2009,1369,Auto,7609,15/09/2024,25843,25843,23658,396,1799,1219,4,Mid-Sized Sedan,Petrol
https://www.sgcarmart.com/used_cars/info.php?ID=1316616&DL=1309\,B.M.W. X3 XDRIVE30I LED NAV HUD MSPT,141800,25850,25-Oct-2018,69000,2018,1210,Auto,62658,15/09/2024,55074,71134,31302,1584,1998,1715,1,SUV,Petrol
https://www.sgcarmart.com/used_cars/info.php?ID=1307016&DL=1387\,TOYOTA ALPHARD HYBRID ELEGANCE (AUTO),288888,28920,14-Apr-2023,5300,MPV,1792,2023,147437,15/09/2024,,,108006,3168,2494,2210,1,,Petrol-Electric
https://www.sgcarmart.com/used_cars/info.php?ID=1333690&DL=4073\,VOLVO V40 T2 (A),32800,10760,31-Oct-2016,113000,2016,684,Auto,22778,15/09/2024,23513,19919,50991,792,1498,1454,2,Hatchback,Petrol
https://www.sgcarmart.com/used_cars/info.php?ID=1332462&DL=3616\,HONDA VEZEL 1.5X HYBRID AT ABS D/AIRBAG 2WD,41500,14140,20-Jun-2017,87000,SUV,682,2017,18010,15/09/2024,,,54406,792,1496,1280,2,,Petrol-Electric
https://www.sgcarmart.com/used_cars/info.php?ID=1304204&DL=4038\,TOYOTA COROLLA ALTIS 1.6 AUTO,66800,9260,15-Feb-2012,140000,2012,965,Auto,34443,15/09/2024,14432,14432,47765,2772,1598,1195,4,Mid-Sized Sedan,Petrol
https://www.sgcarmart.com/used_cars/info.php?ID=1326147&DL=4309\,HONDA CIVIC 1.5 TURBO VTIS SR,86500,16440,29-Jan-2019,82800,2018,684,Auto,34869,15/09/2024,26611,29256,32909,1584,1498,1324,1,Mid-Sized Sedan,Petrol
https://www.sgcarmart.com/used_cars/info.php?ID=1323676&DL=3811\,MERCEDES BENZ CLA180 A,44888,19910,29-Mar-2016,84000,2015,740,Auto,22977,15/09/2024,29847,28786,46651,396,1595,1395,2,Luxury Sedan,Petrol
https://www.sgcarmart.com/used_cars/info.php?ID=1329653&DL=4210\,NISSAN SERENA 1.2L HIGHWAY STAR PREMIUM E-POWER,146800,19880,30-Jul-2021,59000,MPV,802,2020,56226,15/09/2024,,,59501,2376,1198,1758,1,,Petrol-Electric
https://www.sgcarmart.com/used_cars/info.php?ID=1306051&DL=2049\,KIA CERATO 1.6(A) SX,66800,13780,23-Nov-2018,68000,2018,738,Auto,24635,15/09/2024,18163,18163,28457,1584,1591,1287,3,Mid-Sized Sedan,Petrol
https://www.sgcarmart.com/used_cars/info.php?ID=1300761&DL=4398\,TOYOTA VIOS E AUTO,66800,9260,06-Feb-2012,90440,2011,889,Auto,34443,15/09/2024,10739,10739,47765,2772,1497,1095,2,Mid-Sized Sedan,Petrol
https://www.sgcarmart.com/used_cars/info.php?ID=1330770&DL=2875\,BENTLEY CONTINENTAL GT V8 S,338800,75490,16-May-2017,45000,2015,3940,Auto,180071,15/09/2024,168624,275524,55414,790,3993,2295,2,Sports Car,Petrol
https://www.sgcarmart.com/used_cars/info.php?ID=1335838&DL=2051\,B.M.W. 318I ADPT LED HL SPORTLINE,147800,19600,22-Dec-2020,39000,2020,1210,Auto,65651,15/09/2024,41367,49914,45012,2376,1998,1490,1,Luxury Sedan,Petrol
https://www.sgcarmart.com/used_cars/info.php?ID=1331928&DL=3730\,MERCEDES BENZ S400L (R19 LED),193800,19370,28-Apr-2015,120000,2015,2382,Auto,,15/09/2024,96961,146530,,365,2996,1935,2,Luxury Sedan,Petrol
https://www.sgcarmart.com/used_cars/info.php?ID=1335291&DL=3100\,MERCEDES BENZ E250 CGI A,75800,11880,06-May-2011,116000,2010,1364,Auto,27235,15/09/2024,60063,60063,42683,2376,1796,1650,2,Luxury Sedan,Petrol
https://www.sgcarmart.com/used_cars/info.php?ID=1321348&DL=1152\,VOLVO V40 T2 (A),49800,13920,27-Jul-2017,118000,2017,684,Auto,25267,15/09/2024,23535,19949,46489,792,1498,1454,1,Hatchback,Petrol
https://www.sgcarmart.com/used_cars/info.php?ID=1334204&DL=1044\,SUBARU FORESTER 2.0I-L CVT AWD SR,,,29-Jan-2018,,2017,1208,Auto,,15/09/2024,13108,13108,42661,1188,1995,1591,1,SUV,Petrol
https://www.sgcarmart.com/used_cars/info.php?ID=1296637&DL=2011\,PORSCHE 911 CARRERA (991-II) PDK E6,408800,76530,25-Sep-2018,23000,2018,2364,Auto,153838,15/09/2024,127321,201178,32311,1464,2981,1450,3,Sports Car,Petrol
https://www.sgcarmart.com/used_cars/info.php?ID=1336277&DL=4756\,HONDA SHUTTLE 1.5G CVT SENSING,74800,13580,18-Oct-2019,55200,2019,682,Auto,22261,15/09/2024,20969,11357,26999,1980,1496,1130,2,Stationwagon,Petrol
https://www.sgcarmart.com/used_cars/info.php?ID=1333297&DL=4717\,VOLKSWAGEN GOLF 1.2L AT TSI 5K13D5,15800,14200,27-Oct-2010,,2010,711,Auto,3915,15/09/2024,21170,21170,17600,396,1197,1264,,Hatchback,Petrol
https://www.sgcarmart.com/used_cars/info.php?ID=1336429&DL=3613\,MERCEDES BENZ GLC300 PREMIUM PLUS AMG LINE M-HYBRID,238800,27360,22-Oct-2021,24621,SUV,1202,2021,118468,15/09/2024,,,72756,2772,1991,1825,1,,Petrol-Electric
https://www.sgcarmart.com/used_cars/info.php?ID=1320155&DL=1001\,TOYOTA VIOS E (AUTO),54800,14340,17-Jan-2018,45362,2017,682,Auto,22835,15/09/2024,13876,13876,41400,1188,1496,1085,2,Mid-Sized Sedan,Petrol
https://www.sgcarmart.com/used_cars/info.php?ID=1334708&DL=1000\,,19500,12980,04-Nov-2015,135000,2015,682,Auto,11543,15/09/2024,14563,9563,55399,396,1496,1090,2,Mid-Sized Sedan,
https://www.sgcarmart.com/used_cars/info.php?ID=1313805&DL=3518\,MITSUBISHI ASX 2.0 CVT,41000,13230,09-Feb-2017,73000,2016,1210,Auto,23766,15/09/2024,18487,18487,52807,792,1998,1417,1,SUV,Petrol
https://www.sgcarmart.com/used_cars/info.php?ID=1317950&DL=3100\,B.M.W. 435I COUPE D/AB SR HID NAV HUD M SPORT,158800,15870,17-Sep-2014,129500,2014,2362,Auto,,15/09/2024,61338,82409,,365,2979,1525,3,Sports Car,Petrol
https://www.sgcarmart.com/used_cars/info.php?ID=1273781&DL=4624\,NISSAN SKYLINE 2.5M,238800,69070,22-Apr-1999,,1999,2697,Manual,17488,15/09/2024,35767,50074,50578,1188,2498,,,Sports Car,Petrol
