Unnamed: 0,LISTING_URL,BRAND,PRICE,DEPRE_YEARLY,REG_DATE,MILEAGE_KM,MANUFACTURED_YEAR,ROAD_TAX_YEARLY,TRANSMISSION,DEREG_VALUE_FROM_SCRAPE_DATE,SCRAPE_DATE,OMV,ARF,COE_FROM_SCRAPE_DATE,DAYS_OF_COE_LEFT,ENGINE_CAPACITY_CC,CURB_WEIGHT_KG,NO_OF_OWNERS,VEHICLE_TYPE,CAR_AGE,REG_MONTH
1,https://www.sgcarmart.com/used_cars/info.php?ID=1326310&DL=1026,Honda HR-V 1.5A LX,78800.0,14790.0,21-Mar-19,94000.0,2019,682.0,Auto,27800.0,3/9/2024,22254.0,23156.0,25501.0,1647,1496.0,1200.0,1,SUV,5,3
3,https://www.sgcarmart.com/used_cars/info.php?ID=1330056&DL=1418,Mercedes-Benz A-Class A200,53800.0,18370.0,3-Jan-17,88453.0,2016,740.0,Auto,26349.0,3/9/2024,24971.0,21960.0,56500.0,820,1595.0,1395.0,1,Hatchback,7,1
4,https://www.sgcarmart.com/used_cars/info.php?ID=1306993&DL=2171&utm_content=SLeligible,Toyota Previa 2.4A Aeras Moonroof,157800.0,22740.0,23-Sep-20,65000.0,2019,1638.0,Auto,55345.0,3/9/2024,34487.0,40282.0,41510.0,2199,2362.0,1775.0,1,MPV,4,9
5,https://www.sgcarmart.com/used_cars/info.php?ID=1332689&DL=1020,Subaru Forester 2.0i-L Sunroof,45800.0,13700.0,27-Jun-17,106000.0,2017,1208.0,Auto,23659.0,3/9/2024,14601.0,14601.0,53001.0,1003,1995.0,1591.0,2,SUV,7,6
6,https://www.sgcarmart.com/used_cars/info.php?ID=1331853&DL=1228,Audi A4 1.8A TFSI MU,17300.0,17440.0,30-Sep-10,160000.0,2010,1366.0,Auto,3264.0,3/9/2024,36125.0,36125.0,16457.0,38,1798.0,1450.0,2,Luxury Sedan,14,9
7,https://www.sgcarmart.com/used_cars/info.php?ID=1328029&DL=1193,Mercedes-Benz GLA-Class GLA180 Urban Edition,84800.0,18240.0,7-Jun-18,78000.0,2018,740.0,Auto,35041.0,3/9/2024,28937.0,32512.0,37000.0,1368,1595.0,1435.0,1,SUV,6,6
10,https://www.sgcarmart.com/used_cars/info.php?ID=1309019&DL=2650&utm_content=SLeligible,Kia Cerato K3 1.6A EX,27800.0,13740.0,3-Mar-16,49300.0,2015,738.0,Auto,14429.0,3/9/2024,14560.0,14560.0,43000.0,522,1591.0,1295.0,1,Mid-Sized Sedan,8,3
16,https://www.sgcarmart.com/used_cars/info.php?ID=1247325&DL=3276&utm_content=SLeligible,Volvo V40 Cross Country T4 Sunroof,55800.0,16770.0,28-Feb-17,103000.0,2016,1176.0,Auto,28937.0,3/9/2024,25901.0,28262.0,48209.0,884,1969.0,1470.0,1,Hatchback,7,2
17,https://www.sgcarmart.com/used_cars/info.php?ID=1329435&DL=1213,Mercedes-Benz C-Class C200 Avantgarde,62800.0,23700.0,31-May-16,134650.0,2016,1202.0,Auto,32500.0,3/9/2024,40194.0,43272.0,50089.0,612,1991.0,1465.0,1,Luxury Sedan,8,5
18,https://www.sgcarmart.com/used_cars/info.php?ID=1329893&DL=2591,BMW X3 sDrive20i,118800.0,21860.0,18-Dec-18,74700.0,2018,1210.0,Auto,48278.0,3/9/2024,41424.0,49994.0,30959.0,1554,1998.0,1660.0,2,SUV,6,12
19,https://www.sgcarmart.com/used_cars/info.php?ID=1304180&DL=2011,McLaren GT 4.0A,1165.0,117970.0,25-Feb-23,1000.0,2022,3940.0,Auto,335008.0,3/9/2024,176719.0,328782.0,114009.0,3071,3994.0,1603.0,2,Sports Car,1,2
20,https://www.sgcarmart.com/used_cars/info.php?ID=1329205&DL=3393,Toyota Vios 1.5A E,67800.0,13020.0,6-May-19,69191.0,2019,682.0,Auto,21863.0,3/9/2024,13936.0,13936.0,25920.0,1702,1496.0,1085.0,1,Mid-Sized Sedan,5,5
21,https://www.sgcarmart.com/used_cars/info.php?ID=1331199&DL=4551,Kia Stonic 1.0T SX Sunroof,84000.0,14320.0,20-Mar-20,70000.0,2019,392.0,Auto,25106.0,3/9/2024,19310.0,9310.0,32699.0,2011,998.0,1185.0,1,SUV,4,3
22,https://www.sgcarmart.com/used_cars/info.php?ID=1332688&DL=1399,Volkswagen Jetta GP 1.4A TSI Trendline,29800.0,10360.0,30-Sep-16,132000.0,2016,620.0,Auto,20376.0,3/9/2024,16699.0,16699.0,50000.0,736,1390.0,1417.0,3,Mid-Sized Sedan,8,9
24,https://www.sgcarmart.com/used_cars/info.php?ID=1299011&DL=3647&utm_content=SLeligible,Audi A3 Sedan 1.0A TFSI S-tronic,80500.0,14350.0,26-Jun-19,90033.0,2019,392.0,Auto,30479.0,3/9/2024,22083.0,22917.0,30009.0,1732,999.0,1280.0,1,Luxury Sedan,5,6
27,https://www.sgcarmart.com/used_cars/info.php?ID=1316632&DL=2448&utm_content=SLeligible,Audi Q2 1.4A TFSI CoD S-tronic,63800.0,17160.0,5-Oct-17,73000.0,2017,624.0,Auto,28959.0,3/9/2024,24800.0,21720.0,48109.0,1126,1395.0,1355.0,2,SUV,7,10
28,https://www.sgcarmart.com/used_cars/info.php?ID=1331876&DL=4699,Mercedes-Benz A-Class A35 AMG 4MATIC Premium Plus,197888.0,26510.0,29-Dec-20,29000.0,2019,1202.0,Auto,71686.0,3/9/2024,49003.0,60605.0,41503.0,2285,1991.0,555.0,2,Sports Car,4,12
29,https://www.sgcarmart.com/used_cars/info.php?ID=1312136&DL=3573&utm_content=SLeligible,BMW 3 Series 330i M-Sport,168800.0,26320.0,25-Sep-19,63000.0,2019,1210.0,Auto,72142.0,3/9/2024,55125.0,71225.0,37000.0,1826,1998.0,1470.0,3,Luxury Sedan,5,9
30,https://www.sgcarmart.com/used_cars/info.php?ID=1322398&DL=4254&utm_content=SLeligible,Jaguar F-Type 3.0A S Coupe,139888.0,41200.0,11-Mar-16,60000.0,2015,2380.0,Auto,92433.0,3/9/2024,101637.0,154947.0,47604.0,552,2995.0,1647.0,1,Sports Car,8,3
32,https://www.sgcarmart.com/used_cars/info.php?ID=1159217&DL=1177&utm_content=SLeligible,Maybach 62 S Long,899000.0,142050.0,27-Dec-11,5000.0,2011,9160.0,Auto,25767.0,3/9/2024,765955.0,765955.0,40714.0,2288,5980.0,2905.0,5,Luxury Sedan,13,12
33,https://www.sgcarmart.com/used_cars/info.php?ID=1330924&DL=1264,Honda Vezel 1.5A X Honda Sensing,69800.0,15050.0,16-Nov-18,60600.0,2018,682.0,Auto,21154.0,3/9/2024,22238.0,13134.0,28457.0,1522,1496.0,1190.0,1,SUV,6,11
35,https://www.sgcarmart.com/used_cars/info.php?ID=1293458&DL=1198&utm_content=SLeligible,BMW 7 Series 730Li Sunroof,81800.0,12610.0,28-Feb-11,115208.0,2010,3335.0,Auto,29575.0,3/9/2024,67819.0,67819.0,45586.0,2344,2996.0,1855.0,3,Luxury Sedan,13,2
37,https://www.sgcarmart.com/used_cars/info.php?ID=1332232&DL=3132,Mercedes-Benz GLA-Class GLA180 Urban Edition,79800.0,16860.0,22-Jun-18,119000.0,2018,740.0,Auto,34431.0,3/9/2024,28179.0,31451.0,36810.0,1373,1595.0,1435.0,1,SUV,6,6
39,https://www.sgcarmart.com/used_cars/info.php?ID=1282412&DL=4494&utm_content=SLeligible,Mercedes-Benz E-Class E250 Cabriolet,99000.0,15640.0,22-Jan-11,140000.0,2010,1364.0,Auto,25767.0,3/9/2024,61185.0,61185.0,40714.0,2288,1796.0,1695.0,6,Sports Car,13,1
41,https://www.sgcarmart.com/used_cars/info.php?ID=1325723&DL=2341,Mercedes-Benz E-Class E200 Exclusive,149800.0,23400.0,14-Jun-19,83000.0,2018,1202.0,Auto,76147.0,3/9/2024,57783.0,76010.0,48010.0,1730,1991.0,1640.0,1,Luxury Sedan,5,6
42,https://www.sgcarmart.com/used_cars/info.php?ID=1330889&DL=4458,Mercedes-Benz E-Class E200 Avantgarde,176500.0,22790.0,26-Nov-20,50500.0,2020,1202.0,Auto,76090.0,3/9/2024,53920.0,69056.0,39000.0,2252,1991.0,1640.0,1,Luxury Sedan,4,11
43,https://www.sgcarmart.com/used_cars/info.php?ID=1186770&DL=3730&utm_content=SLeligible,Lamborghini Aventador LP700-4,518000.0,79810.0,21-Nov-11,25000.0,2011,10213.0,Auto,29587.0,3/9/2024,398686.0,398686.0,45586.0,2345,6498.0,1690.0,4,Sports Car,13,11
44,https://www.sgcarmart.com/used_cars/info.php?ID=1329507&DL=3414&utm_content=SLeligible,BMW 3 Series 325i Convertible,49800.0,13710.0,22-Apr-08,194100.0,2008,2694.0,Auto,14852.0,3/9/2024,64660.0,64660.0,40881.0,1313,2497.0,1685.0,5,Sports Car,16,4
45,https://www.sgcarmart.com/used_cars/info.php?ID=1283474&DL=1000&utm_content=SLeligible,BMW 1 Series 118i 5DR M-Sport Highline,128000.0,18220.0,3-Aug-20,64000.0,2019,684.0,Auto,51012.0,3/9/2024,34579.0,40411.0,35001.0,1825,1499.0,1320.0,1,Hatchback,4,8
47,https://www.sgcarmart.com/used_cars/info.php?ID=1301197&DL=1311&utm_content=SLeligible,Kia Cerato 1.6A EX,87800.0,15340.0,3-Dec-19,82000.0,2019,738.0,Auto,27836.0,3/9/2024,14501.0,14501.0,32309.0,1894,1591.0,1287.0,1,Mid-Sized Sedan,5,12
48,https://www.sgcarmart.com/used_cars/info.php?ID=1282616&DL=3160&utm_content=SLeligible,Toyota Wish 1.8A,49050.0,10800.0,20-Mar-09,108000.0,2009,1458.0,Auto,14998.0,3/9/2024,18662.0,18662.0,33018.0,1646,1794.0,1310.0,2,MPV,15,3
50,https://www.sgcarmart.com/used_cars/info.php?ID=1219414&DL=3712&utm_content=SLeligible,Subaru XV 1.6i-S,28000.0,11560.0,31-May-16,159000.0,2016,744.0,Auto,17035.0,3/9/2024,15849.0,15849.0,47889.0,612,1600.0,1480.0,1,SUV,8,5
53,https://www.sgcarmart.com/used_cars/info.php?ID=1329714&DL=2351,BMW 4 Series 430i Gran Coupe M-Sport Pro Sunroof,282800.0,26030.0,12-Sep-23,10778.0,2022,1210.0,Auto,167911.0,3/9/2024,63866.0,95665.0,134889.0,3293,1998.0,1645.0,1,Luxury Sedan,1,9
54,https://www.sgcarmart.com/used_cars/info.php?ID=1098442&DL=3507&utm_content=SLeligible,Honda Vezel 1.5A G Honda Sensing,130800.0,16340.0,13-May-22,5000.0,2021,682.0,Auto,62203.0,3/9/2024,23722.0,10211.0,70901.0,2804,1496.0,1250.0,1,SUV,2,5
55,https://www.sgcarmart.com/used_cars/info.php?ID=1296402&DL=3647&utm_content=SLeligible,Volkswagen Passat 1.8A TFSI Sunroof,38000.0,17290.0,22-Dec-15,103288.0,2015,976.0,Auto,25174.0,3/9/2024,31499.0,31099.0,62140.0,463,1798.0,1480.0,1,Luxury Sedan,9,12
56,https://www.sgcarmart.com/used_cars/info.php?ID=1325043&DL=3709,Mercedes-Benz GLA-Class GLA180 Urban Edition,82800.0,17310.0,19-Jul-18,54800.0,2018,740.0,Auto,35165.0,3/9/2024,28179.0,31451.0,38001.0,1100,1595.0,1435.0,2,SUV,6,7
57,https://www.sgcarmart.com/used_cars/info.php?ID=1330833&DL=3381,Volkswagen Beetle 1.2A TSI Sunroof,26200.0,16010.0,18-Sep-15,82000.0,2015,508.0,Auto,16467.0,3/9/2024,19162.0,19162.0,57089.0,369,1197.0,1222.0,3,Hatchback,9,9
58,https://www.sgcarmart.com/used_cars/info.php?ID=1329472&DL=3800,Ferrari 360 Challenge Stradale,888000.0,96040.0,12-Dec-03,29000.0,2003,4953.0,Auto,110475.0,3/9/2024,220263.0,286342.0,138094.0,3352,3586.0,1290.0,2,Sports Car,21,12
59,https://www.sgcarmart.com/used_cars/info.php?ID=1308939&DL=3911&utm_content=SLeligible,Toyota Corolla Altis 1.6A,61800.0,12850.0,25-Jun-14,38000.0,2014,816.0,Auto,43098.0,3/9/2024,18761.0,13761.0,44817.0,1731,1598.0,1205.0,1,Mid-Sized Sedan,10,6
63,https://www.sgcarmart.com/used_cars/info.php?ID=1288422&DL=3908&utm_content=SLeligible,Lexus ES250 Luxury,159800.0,25710.0,30-Sep-19,54215.0,2019,1784.0,Auto,63623.0,3/9/2024,47664.0,58730.0,40002.0,1831,2487.0,1620.0,1,Luxury Sedan,5,9
65,https://www.sgcarmart.com/used_cars/info.php?ID=1264249&DL=2339&utm_content=SLeligible,Volkswagen Sportsvan 1.4A Highline Sunroof,44500.0,15340.0,30-Sep-16,98000.0,2016,624.0,Auto,25638.0,3/9/2024,27478.0,25470.0,50000.0,736,1395.0,1383.0,2,Hatchback,8,9
66,https://www.sgcarmart.com/used_cars/info.php?ID=1320155&DL=1001&utm_content=SLeligible,Toyota Vios 1.5A E,55800.0,14500.0,17-Jan-18,45362.0,2017,682.0,Auto,22971.0,3/9/2024,13876.0,13876.0,41400.0,1218,1496.0,1085.0,2,Mid-Sized Sedan,6,1
68,https://www.sgcarmart.com/used_cars/info.php?ID=1330040&DL=1072,Honda Fit 1.3A G F-Package,52500.0,13080.0,27-Jun-18,87400.0,2018,578.0,Auto,18157.0,3/9/2024,15228.0,5228.0,38700.0,1368,1317.0,1030.0,2,Hatchback,6,6
69,https://www.sgcarmart.com/used_cars/info.php?ID=1332241&DL=3546,Volkswagen Polo GP 1.2A TSI Sunroof,20800.0,10410.0,28-Apr-16,141100.0,2016,508.0,Auto,11812.0,3/9/2024,17316.0,7316.0,47300.0,579,1197.0,1139.0,1,Hatchback,8,4
70,https://www.sgcarmart.com/used_cars/info.php?ID=1325653&DL=1000&utm_content=SLeligible,Porsche Panamera G2 3.0A PDK,268888.0,43160.0,23-Nov-18,88400.0,2018,2380.0,Auto,135010.0,3/9/2024,111840.0,173312.0,32429.0,1529,2995.0,1815.0,2,Sports Car,6,11
72,https://www.sgcarmart.com/used_cars/info.php?ID=1162725&DL=3103,Volkswagen Polo 1.0A TSI Beats,106988.0,13070.0,12-Jan-22,35000.0,2021,392.0,Auto,49325.0,3/9/2024,21151.0,21612.0,45001.0,2683,999.0,1190.0,1,Hatchback,2,1
74,https://www.sgcarmart.com/used_cars/info.php?ID=1331395&DL=1054,Opel Crossland 1.2A X Turbo,72800.0,12010.0,31-Oct-19,67983.0,2018,508.0,Auto,32962.0,3/9/2024,21232.0,21725.0,32309.0,1862,1199.0,1203.0,1,SUV,5,10
75,https://www.sgcarmart.com/used_cars/info.php?ID=1305196&DL=1000&utm_content=SLeligible,Honda Civic 1.6A VTi,68200.0,15610.0,31-May-18,55000.0,2018,742.0,Auto,27302.0,3/9/2024,19662.0,19662.0,38830.0,1342,1597.0,1249.0,2,Mid-Sized Sedan,6,5
77,https://www.sgcarmart.com/used_cars/info.php?ID=1306337&DL=4667&utm_content=SLeligible,Chevrolet Cruze 1.6A,27000.0,11940.0,11-May-16,100358.0,2016,742.0,Auto,15668.0,3/9/2024,13841.0,13841.0,47889.0,612,1598.0,1413.0,2,Mid-Sized Sedan,8,5
78,https://www.sgcarmart.com/used_cars/info.php?ID=1319680&DL=3318&utm_content=SLeligible,Mercedes-Benz S-Class S300L Sunroof,88800.0,12550.0,10-Oct-11,155000.0,2011,3097.0,Auto,41133.0,3/9/2024,85329.0,85329.0,58124.0,2562,2997.0,1850.0,3,Luxury Sedan,13,10
79,https://www.sgcarmart.com/used_cars/info.php?ID=1230848&DL=2291&utm_content=SLeligible,Volvo XC60 T5 Momentum,157800.0,23010.0,14-Jul-20,72000.0,2020,1176.0,Auto,54939.0,3/9/2024,38521.0,45930.0,34989.0,1825,1969.0,1757.0,2,SUV,4,7
80,https://www.sgcarmart.com/used_cars/info.php?ID=1330054&DL=4500,Jaguar E-PACE 2.0A Prestige,100500.0,17310.0,1-Jul-19,110000.0,2019,1210.0,Auto,42785.0,3/9/2024,29975.0,33965.0,39400.0,1737,1997.0,1757.0,1,SUV,5,7
85,https://www.sgcarmart.com/used_cars/info.php?ID=1332262&DL=4712,Honda Vezel 1.5A X,25800.0,13040.0,4-Apr-16,131555.0,2015,682.0,Auto,12823.0,3/9/2024,20272.0,10381.0,45000.0,575,1496.0,1190.0,2,SUV,8,4
86,https://www.sgcarmart.com/used_cars/info.php?ID=1253651&DL=4386&utm_content=SLeligible,Bentley Bentayga 4.0A V8,888000.0,93190.0,13-Apr-22,15000.0,2021,3944.0,Auto,327995.0,3/9/2024,214149.0,357469.0,83911.0,2774,3996.0,2415.0,1,SUV,2,4
87,https://www.sgcarmart.com/used_cars/info.php?ID=1297515&DL=2689&utm_content=SLeligible,Porsche Macan S 3.0A PDK,255777.0,40540.0,23-Aug-19,48000.0,2018,2380.0,Auto,99378.0,3/9/2024,75888.0,108599.0,47000.0,1499,2995.0,1940.0,3,SUV,5,8
88,https://www.sgcarmart.com/used_cars/info.php?ID=1314554&DL=3034&utm_content=SLeligible,Mercedes-Benz C-Class C180K,77900.0,11140.0,21-Sep-11,165000.0,2011,965.0,Auto,32425.0,3/9/2024,29995.0,29995.0,46358.0,2228,1597.0,1500.0,4,Luxury Sedan,13,9
92,https://www.sgcarmart.com/used_cars/info.php?ID=1326078&DL=1000&utm_content=SLeligible,Mitsubishi Outlander 2.4A Sunroof,34000.0,17260.0,13-Jan-16,67000.0,2015,1636.0,Auto,19760.0,3/9/2024,20787.0,21102.0,60000.0,494,2360.0,1530.0,2,SUV,8,1
93,https://www.sgcarmart.com/used_cars/info.php?ID=1332229&DL=3426,Honda Vezel 1.5A X,32888.0,12420.0,30-Nov-16,129800.0,2016,682.0,Auto,17509.0,3/9/2024,20124.0,10174.0,50951.0,796,1496.0,1190.0,1,SUV,8,11
94,https://www.sgcarmart.com/used_cars/info.php?ID=1292020&DL=3989&utm_content=SLeligible,Honda Jazz 1.3M,40800.0,11470.0,25-Mar-08,220000.0,2008,885.0,Manual,13966.0,3/9/2024,14032.0,15436.0,39274.0,1276,1339.0,1020.0,5,Hatchback,16,3
95,https://www.sgcarmart.com/used_cars/info.php?ID=1332602&DL=1400,Mercedes-Benz CLA-Class CLA180 AMG Line,78800.0,17610.0,14-Jun-18,116000.0,2018,740.0,Auto,29924.0,3/9/2024,30379.0,24531.0,37000.0,1365,1595.0,1430.0,2,Luxury Sedan,6,6
97,https://www.sgcarmart.com/used_cars/info.php?ID=1326036&DL=4343&utm_content=SLeligible,Mitsubishi Lancer EX 1.5A GLS,53500.0,13140.0,29-Sep-08,280000.0,2008,1026.0,Auto,13166.0,3/9/2024,15980.0,15980.0,32339.0,1465,1499.0,1313.0,6,Mid-Sized Sedan,16,9
98,https://www.sgcarmart.com/used_cars/info.php?ID=1252254&DL=2913&utm_content=SLeligible,Volvo S60 T2,85800.0,19090.0,11-Jun-18,110000.0,2018,684.0,Auto,31906.0,3/9/2024,25458.0,27642.0,38039.0,1372,1498.0,1558.0,2,Luxury Sedan,6,6
99,https://www.sgcarmart.com/used_cars/info.php?ID=1319420&DL=1149&utm_content=SLeligible,Honda Civic 1.5A VTEC Turbo Sunroof,64688.0,16540.0,14-Nov-17,81907.0,2017,684.0,Auto,31107.0,3/9/2024,26202.0,23683.0,49189.0,1155,1498.0,1324.0,1,Mid-Sized Sedan,7,11
103,https://www.sgcarmart.com/used_cars/info.php?ID=1332475&DL=2189,Mercedes-Benz GLC-Class GLC200,128800.0,23470.0,23-Jan-19,123000.0,2018,1202.0,Auto,49724.0,3/9/2024,42569.0,51597.0,31001.0,1589,1991.0,1705.0,2,SUV,5,1
104,https://www.sgcarmart.com/used_cars/info.php?ID=1331933&DL=3730,BMW 2 Series 216i Gran Tourer,82000.0,15170.0,22-Nov-18,57000.0,2018,684.0,Auto,37190.0,3/9/2024,31412.0,35977.0,28457.0,1528,1499.0,1490.0,2,MPV,6,11
105,https://www.sgcarmart.com/used_cars/info.php?ID=1318279&DL=3730&utm_content=SLeligible,Ferrari Portofino 3.9A,728000.0,106030.0,18-Jul-19,15800.0,2019,3724.0,Auto,313615.0,3/9/2024,250575.0,423035.0,35906.0,1464,3855.0,1675.0,1,Sports Car,5,7
107,https://www.sgcarmart.com/used_cars/info.php?ID=1269305&DL=2277&utm_content=SLeligible,Hyundai i30 1.6A,41800.0,10930.0,12-Jul-08,82000.0,2008,1107.0,Auto,14616.0,3/9/2024,15662.0,15662.0,38214.0,1372,1591.0,1314.0,1,Hatchback,16,7
111,https://www.sgcarmart.com/used_cars/info.php?ID=1318115&DL=3405&utm_content=SLeligible,Porsche Cayenne 3.6A Tip,126800.0,17550.0,24-Nov-11,165000.0,2011,4319.0,Auto,47962.0,3/9/2024,81038.0,81038.0,66387.0,2615,3598.0,2105.0,3,SUV,13,11
113,https://www.sgcarmart.com/used_cars/info.php?ID=1330402&DL=1000&utm_content=SLeligible,BMW X5 xDrive35i 7-Seater,83800.0,27370.0,22-Mar-16,87800.0,2014,2362.0,Auto,53399.0,3/9/2024,61676.0,83017.0,50089.0,553,2979.0,2030.0,1,SUV,8,3
114,https://www.sgcarmart.com/used_cars/info.php?ID=1312107&DL=4382&utm_content=SLeligible,Mercedes-Benz E-Class E250 CGI,69800.0,13460.0,10-Nov-09,138888.0,2009,1461.0,Auto,20293.0,3/9/2024,53001.0,53001.0,39129.0,1891,1796.0,1650.0,4,Luxury Sedan,15,11
116,https://www.sgcarmart.com/used_cars/info.php?ID=1309129&DL=4684&utm_content=SLeligible,BMW 1 Series 1M Coupe,225000.0,33800.0,31-Aug-11,180000.0,2011,3071.0,Manual,31501.0,3/9/2024,47445.0,47445.0,47316.0,2407,2979.0,1495.0,3,Sports Car,13,8
117,https://www.sgcarmart.com/used_cars/info.php?ID=1206428&DL=3468&utm_content=SLeligible,Lexus SC430,44800.0,13470.0,3-Jan-08,115000.0,2007,6612.0,Auto,17245.0,3/9/2024,62900.0,69190.0,51850.0,1193,4293.0,1775.0,2,Sports Car,16,1
118,https://www.sgcarmart.com/used_cars/info.php?ID=1315298&DL=3730&utm_content=SLeligible,Mercedes-Benz CLA-Class CLA180,68388.0,14280.0,18-Jun-14,93000.0,2014,814.0,Auto,42926.0,3/9/2024,26675.0,19345.0,44817.0,1734,1595.0,1430.0,3,Luxury Sedan,10,6
119,https://www.sgcarmart.com/used_cars/info.php?ID=1325017&DL=3546,Subaru XV 2.0i-S EyeSight Sunroof,80800.0,14940.0,27-Jul-19,66000.0,2019,1208.0,Auto,27362.0,3/9/2024,15308.0,15308.0,34000.0,1463,1995.0,1489.0,1,SUV,5,7
120,https://www.sgcarmart.com/used_cars/info.php?ID=1328886&DL=3359,Volkswagen Passat 1.8A TFSI,62800.0,14530.0,28-Dec-17,82800.0,2017,976.0,Auto,34617.0,3/9/2024,30204.0,29286.0,47002.0,1189,1798.0,1480.0,1,Luxury Sedan,7,12
121,https://www.sgcarmart.com/used_cars/info.php?ID=1273879&DL=4331&utm_content=SLeligible,Lexus RC Turbo RC200t,113800.0,24710.0,29-Dec-17,50000.0,2017,1210.0,Auto,57626.0,3/9/2024,50913.0,63644.0,49000.0,1190,1998.0,1675.0,3,Sports Car,7,12
123,https://www.sgcarmart.com/used_cars/info.php?ID=1321995&DL=3283&utm_content=SLeligible,Toyota Raize 1.0A XS,86800.0,13930.0,28-Jul-20,50000.0,2020,392.0,Auto,26219.0,3/9/2024,19242.0,9242.0,32699.0,1829,996.0,970.0,2,SUV,4,7
125,https://www.sgcarmart.com/used_cars/info.php?ID=1325590&DL=4473,Honda Civic 1.5A VTEC Turbo Sunroof,66888.0,17430.0,30-Oct-17,92000.0,2017,684.0,Auto,30685.0,3/9/2024,26334.0,23868.0,48109.0,1131,1498.0,1324.0,4,Mid-Sized Sedan,7,10
127,https://www.sgcarmart.com/used_cars/info.php?ID=1330146&DL=3597,Honda Jazz 1.3A,61500.0,14040.0,7-Nov-18,53263.0,2018,578.0,Auto,16604.0,3/9/2024,15689.0,5689.0,30209.0,1523,1318.0,1052.0,1,Hatchback,6,11
128,https://www.sgcarmart.com/used_cars/info.php?ID=1282541&DL=2547&utm_content=SLeligible,Toyota Wish 1.8A,43800.0,16240.0,4-Oct-16,181100.0,2016,976.0,Auto,23818.0,3/9/2024,19955.0,19955.0,56889.0,760,1798.0,1360.0,1,MPV,8,10
131,https://www.sgcarmart.com/used_cars/info.php?ID=1318822&DL=3722&utm_content=SLeligible,Nissan Sylphy 1.6A Premium,50800.0,13090.0,30-Nov-17,58500.0,2017,742.0,Auto,26067.0,3/9/2024,16792.0,16792.0,46791.0,1161,1598.0,1205.0,2,Mid-Sized Sedan,7,11
132,https://www.sgcarmart.com/used_cars/info.php?ID=1267186&DL=2440&utm_content=SLeligible,Honda Crossroad 1.8A L,52800.0,13000.0,26-Sep-08,120000.0,2008,1467.0,Auto,13561.0,3/9/2024,20057.0,20057.0,33377.0,1462,1799.0,1410.0,3,SUV,16,9
134,https://www.sgcarmart.com/used_cars/info.php?ID=1291835&DL=4074&utm_content=SLeligible,Renault Megane RS 1.8A TCe,125000.0,22310.0,28-Jun-19,61000.0,2018,976.0,Auto,41878.0,3/9/2024,30800.0,35120.0,35906.0,1734,1798.0,1430.0,2,Sports Car,5,6
136,https://www.sgcarmart.com/used_cars/info.php?ID=1294066&DL=4667&utm_content=SLeligible,Mazda 2 1.5A Standard Plus,50000.0,12460.0,27-Jun-18,91800.0,2018,682.0,Auto,17142.0,3/9/2024,14427.0,5000.0,37000.0,1368,1496.0,1102.0,2,Mid-Sized Sedan,6,6
137,https://www.sgcarmart.com/used_cars/info.php?ID=1315901&DL=3759&utm_content=SLeligible,Volkswagen Polo GP 1.2A TSI Sunroof,35800.0,10410.0,24-Oct-17,117000.0,2017,70.0,Auto,11806.0,3/9/2024,16282.0,6282.0,24617.0,1125,1197.0,1139.0,2,Hatchback,7,10
139,https://www.sgcarmart.com/used_cars/info.php?ID=1281919&DL=3722&utm_content=SLeligible,Honda Jade 1.5A RS,58800.0,14940.0,7-Aug-17,90000.0,2016,682.0,Auto,32781.0,3/9/2024,27338.0,30274.0,50001.0,763,1496.0,1514.0,2,MPV,7,8
141,https://www.sgcarmart.com/used_cars/info.php?ID=1322051&DL=2175&utm_content=SLeligible,Mercedes-Benz C-Class C200 Avantgarde Sunroof,66800.0,20950.0,22-Sep-16,88000.0,2016,1202.0,Auto,40022.0,3/9/2024,43390.0,47746.0,55501.0,738,1991.0,1465.0,2,Luxury Sedan,8,9
143,https://www.sgcarmart.com/used_cars/info.php?ID=1330257&DL=2303,Porsche Panamera 2.9A PDK,465800.0,46970.0,29-Aug-22,36500.0,2021,2262.0,Auto,226902.0,3/9/2024,109591.0,181101.0,114001.0,2590,2894.0,1960.0,2,Sports Car,2,8
144,https://www.sgcarmart.com/used_cars/info.php?ID=1330613&DL=1000&utm_content=SLeligible,BMW X3 sDrive20i,135800.0,23100.0,26-Jun-19,65700.0,2019,1210.0,Auto,51778.0,3/9/2024,40922.0,49291.0,35906.0,1732,1998.0,1660.0,1,SUV,5,6
146,https://www.sgcarmart.com/used_cars/info.php?ID=1329043&DL=4140,Hyundai Avante 1.6A S,102800.0,14380.0,24-Aug-21,79000.0,2021,742.0,Auto,36304.0,3/9/2024,18845.0,5000.0,46689.0,2220,1598.0,1280.0,2,Mid-Sized Sedan,3,8
147,https://www.sgcarmart.com/used_cars/info.php?ID=1314261&DL=3382&utm_content=SLeligible,Mercedes-Benz GLB-Class GLB200 Sport 7-Seater,169998.0,22230.0,24-May-21,61000.0,2020,586.0,Auto,69914.0,3/9/2024,35119.0,41167.0,58089.0,2430,1332.0,1555.0,2,SUV,3,5
148,https://www.sgcarmart.com/used_cars/info.php?ID=1330675&DL=3108,Audi Q2 1.0A TFSI S-tronic,68888.0,14810.0,23-Apr-18,102956.0,2018,392.0,Auto,33022.0,3/9/2024,27220.0,30108.0,37000.0,1314,999.0,1315.0,2,SUV,6,4
