Unnamed: 0,LISTING_URL,BRAND,PRICE,DEPRE_YEARLY,REG_DATE,MILEAGE_KM,MANUFACTURED_YEAR,ROAD_TAX_YEARLY,TRANSMISSION,DEREG_VALUE_FROM_SCRAPE_DATE,SCRAPE_DATE,OMV,ARF,COE_FROM_SCRAPE_DATE,DAYS_OF_COE_LEFT,ENGINE_CAPACITY_CC,CURB_WEIGHT_KG,NO_OF_OWNERS,VEHICLE_TYPE,CAR_AGE,REG_MONTH
793,https://www.sgcarmart.com/used_cars/info.php?ID=1332680&DL=1020&utm_content=SLeligible,Suzuki APV 1.6A,51500.0,9980.0,2-Dec-09,156000.0,2009,1107.0,Auto,15781.0,3/9/2024,14361.0,14361.0,30574.0,1863,1590.0,1330.0,6,MPV,15,12
794,https://www.sgcarmart.com/used_cars/info.php?ID=1275364&DL=4157&utm_content=SLeligible,Mercedes-Benz B-Class B180 Style,122888.0,17520.0,24-Sep-20,67700.0,2019,586.0,Auto,45083.0,3/9/2024,29676.0,33547.0,32889.0,2190,1332.0,1405.0,2,Hatchback,4,9
795,https://www.sgcarmart.com/used_cars/info.php?ID=1332012&DL=4659,Nissan Qashqai 1.2A DIG-T,34000.0,13300.0,19-Sep-16,115000.0,2016,508.0,Auto,18726.0,3/9/2024,18689.0,13689.0,51506.0,735,1197.0,1285.0,3,SUV,8,9
796,https://www.sgcarmart.com/used_cars/info.php?ID=1332138&DL=2351,BMW 2 Series 216i Gran Tourer,133800.0,16840.0,24-Jun-21,61497.0,2021,684.0,Auto,61364.0,3/9/2024,33161.0,38426.0,47821.0,2460,1499.0,1490.0,1,MPV,3,6
797,https://www.sgcarmart.com/used_cars/info.php?ID=1286161&DL=2875&utm_content=SLeligible,BMW 4 Series 420i Coupe Sunroof,131888.0,25490.0,28-Sep-18,110000.0,2018,1210.0,Auto,52183.0,3/9/2024,45965.0,56351.0,31307.0,1464,1998.0,1495.0,2,Sports Car,6,9
798,https://www.sgcarmart.com/used_cars/info.php?ID=1309697&DL=3758&utm_content=SLeligible,Infiniti Q60 Coupe 3.0T,87800.0,20020.0,25-May-17,75000.0,2017,2382.0,Auto,55067.0,3/9/2024,52585.0,66653.0,55414.0,971,2997.0,1748.0,3,Sports Car,7,5
799,https://www.sgcarmart.com/used_cars/info.php?ID=1327471&DL=3730,Toyota Corolla Altis 1.6A,38000.0,13430.0,5-Oct-16,61000.0,2016,742.0,Auto,22419.0,3/9/2024,19990.0,19990.0,50000.0,761,1598.0,1215.0,1,Mid-Sized Sedan,8,10
801,https://www.sgcarmart.com/used_cars/info.php?ID=1310344&DL=3214&utm_content=SLeligible,Volvo S60 T5,76800.0,16590.0,31-May-18,98000.0,2018,1176.0,Auto,33407.0,3/9/2024,26813.0,29539.0,37989.0,1342,1969.0,1557.0,2,Luxury Sedan,6,5
803,https://www.sgcarmart.com/used_cars/info.php?ID=1323365&DL=1020&utm_content=SLeligible,Mitsubishi Outlander 2.4A Sunroof,55800.0,13710.0,1-Dec-17,84000.0,2017,1136.0,Auto,27859.0,3/9/2024,21934.0,22708.0,40414.0,1162,2360.0,1535.0,1,SUV,7,12
804,https://www.sgcarmart.com/used_cars/info.php?ID=1311689&DL=4454&utm_content=SLeligible,BMW 6 Series 640i Coupe M-Sport,100800.0,24500.0,7-Sep-16,66680.0,2016,2362.0,Auto,73156.0,3/9/2024,72879.0,103183.0,56000.0,733,2979.0,1760.0,5,Sports Car,8,9
805,https://www.sgcarmart.com/used_cars/info.php?ID=1291792&DL=4405&utm_content=SLeligible,SEAT Leon CUPRA 2.0A TSI DSG,84800.0,23270.0,13-Jul-17,103000.0,2016,1194.0,Auto,36268.0,3/9/2024,31965.0,36751.0,49802.0,739,1984.0,1421.0,3,Sports Car,7,7
809,https://www.sgcarmart.com/used_cars/info.php?ID=1333048&DL=3365,Toyota Wish 1.8A X,26800.0,14780.0,20-Nov-15,187944.0,2015,974.0,Auto,16757.0,3/9/2024,17807.0,17807.0,57501.0,431,1797.0,1350.0,2,MPV,9,11
810,https://www.sgcarmart.com/used_cars/info.php?ID=1329271&DL=4636,BMW X1 sDrive20i M-Sport,128800.0,17260.0,28-Aug-20,109886.0,2020,1210.0,Auto,60098.0,3/9/2024,42149.0,51009.0,36502.0,1859,1998.0,1485.0,1,SUV,4,8
812,https://www.sgcarmart.com/used_cars/info.php?ID=1322366&DL=2650&utm_content=SLeligible,Volkswagen Golf 1.2A TSI,40800.0,12460.0,15-Aug-17,122000.0,2016,508.0,Auto,18708.0,3/9/2024,18219.0,8219.0,46778.0,761,1197.0,1229.0,2,Hatchback,7,8
813,https://www.sgcarmart.com/used_cars/info.php?ID=1310728&DL=8008&utm_content=SLeligible,Mercedes-Benz B-Class B200,50000.0,11330.0,16-Feb-09,257000.0,2008,1881.0,Auto,13830.0,3/9/2024,31547.0,31547.0,31335.0,1588,2035.0,1315.0,3,Hatchback,15,2
814,https://www.sgcarmart.com/used_cars/info.php?ID=1287697&DL=3722&utm_content=SLeligible,Nissan Sylphy 1.6A Premium,78800.0,12980.0,7-Feb-20,80100.0,2019,742.0,Auto,31483.0,3/9/2024,16629.0,16629.0,35010.0,1978,1598.0,1205.0,1,Mid-Sized Sedan,4,2
815,https://www.sgcarmart.com/used_cars/info.php?ID=1313965&DL=3089&utm_content=SLeligible,Audi A5 Cabriolet 2.0A TFSI Quattro,109800.0,13730.0,18-Oct-12,119503.0,2011,1433.0,Auto,81634.0,3/9/2024,59268.0,59268.0,102078.0,2593,1984.0,1735.0,2,Sports Car,12,10
816,https://www.sgcarmart.com/used_cars/info.php?ID=1321245&DL=2007&utm_content=SLeligible,Mitsubishi Eclipse Cross 1.5A,83800.0,15380.0,4-Apr-19,88000.0,2018,684.0,Auto,34832.0,3/9/2024,24699.0,26579.0,35403.0,1670,1499.0,1490.0,1,SUV,5,4
817,https://www.sgcarmart.com/used_cars/info.php?ID=1315285&DL=2792&utm_content=SLeligible,BMW 2 Series 218i Gran Coupe Luxury,145800.0,17870.0,31-Aug-21,17650.0,2020,684.0,Auto,73942.0,3/9/2024,35546.0,41765.0,64901.0,2227,1499.0,1375.0,1,Luxury Sedan,3,8
818,https://www.sgcarmart.com/used_cars/info.php?ID=1279986&DL=3142&utm_content=SLeligible,BMW 3 Series 320i Sunroof,85800.0,12890.0,15-Jun-11,121634.0,2011,1691.0,Auto,31501.0,3/9/2024,38128.0,38128.0,47316.0,2407,1995.0,1390.0,1,Luxury Sedan,13,6
820,https://www.sgcarmart.com/used_cars/info.php?ID=1269710&DL=4731&utm_content=SLeligible,Hyundai Elantra 1.6A GLS S,59988.0,12540.0,15-Nov-18,98000.0,2018,738.0,Auto,22095.0,3/9/2024,14645.0,14645.0,28199.0,1521,1591.0,1345.0,1,Mid-Sized Sedan,6,11
821,https://www.sgcarmart.com/used_cars/info.php?ID=1332778&DL=2511,Ferrari Portofino M 3.9A,980000.0,104400.0,21-Jan-22,13500.0,2021,3724.0,Auto,372964.0,3/9/2024,247956.0,418321.0,80210.0,2682,3855.0,1675.0,2,Sports Car,2,1
822,https://www.sgcarmart.com/used_cars/info.php?ID=1331246&DL=1359,Volkswagen Scirocco GP 1.4A TSI,24800.0,11520.0,30-Dec-15,122000.0,2015,620.0,Auto,17722.0,3/9/2024,19184.0,19184.0,54301.0,461,1390.0,1245.0,2,Sports Car,9,12
823,https://www.sgcarmart.com/used_cars/info.php?ID=1306326&DL=2626&utm_content=SLeligible,Toyota Camry 2.0A,90800.0,17610.0,28-Nov-18,87000.0,2018,1210.0,Auto,35961.0,3/9/2024,28890.0,32446.0,32000.0,1524,1998.0,1480.0,1,Luxury Sedan,6,11
824,https://www.sgcarmart.com/used_cars/info.php?ID=1314436&DL=1123&utm_content=SLeligible,Chevrolet Orlando 1.4A Turbo,26800.0,13600.0,12-Jan-16,108793.0,2015,604.0,Auto,17323.0,3/9/2024,16702.0,16702.0,60001.0,493,1362.0,1650.0,3,MPV,8,1
825,https://www.sgcarmart.com/used_cars/info.php?ID=1291813&DL=3414&utm_content=SLeligible,BMW M4 Coupe,179800.0,68980.0,4-Jul-16,100000.0,2014,2362.0,Auto,69340.0,3/9/2024,75057.0,107103.0,57010.0,365,2979.0,1537.0,3,Sports Car,8,7
829,https://www.sgcarmart.com/used_cars/info.php?ID=1331618&DL=2430,Porsche Macan 2.0A PDK,173800.0,33930.0,28-Jun-18,60000.0,2018,1194.0,Auto,72274.0,3/9/2024,64806.0,88651.0,38389.0,1369,1984.0,1845.0,1,SUV,6,6
830,https://www.sgcarmart.com/used_cars/info.php?ID=1252364&DL=1368&utm_content=SLeligible,BMW 1 Series 118i 5DR Highline,113500.0,16090.0,21-Jul-20,57904.0,2019,684.0,Auto,47694.0,3/9/2024,32721.0,37810.0,32889.0,1832,1499.0,1320.0,2,Hatchback,4,7
831,https://www.sgcarmart.com/used_cars/info.php?ID=1315297&DL=1127&utm_content=SLeligible,Toyota Alphard 2.5A S C-Package Moonroof,226000.0,29150.0,20-Apr-21,52000.0,2021,1792.0,Auto,80334.0,3/9/2024,51988.0,65579.0,47001.0,2406,2493.0,2030.0,1,MPV,3,4
835,https://www.sgcarmart.com/used_cars/info.php?ID=1332121&DL=1400,Lexus RX300 Executive,163800.0,25150.0,28-Nov-19,90000.0,2019,1210.0,Auto,69189.0,3/9/2024,51254.0,64258.0,40101.0,1889,1998.0,1890.0,2,SUV,5,11
839,https://www.sgcarmart.com/used_cars/info.php?ID=1249343&DL=1107&utm_content=SLeligible,Audi Q2 1.0A TFSI S-tronic,63800.0,16580.0,12-Dec-17,71324.0,2017,392.0,Auto,27737.0,3/9/2024,26517.0,19124.0,46791.0,1193,999.0,1315.0,1,SUV,7,12
841,https://www.sgcarmart.com/used_cars/info.php?ID=1327058&DL=3269,MINI Cooper S Countryman 2.0A,102388.0,18860.0,14-Nov-18,49621.0,2018,1210.0,Auto,46054.0,3/9/2024,38869.0,46417.0,32311.0,1520,1998.0,1535.0,3,Sports Car,6,11
842,https://www.sgcarmart.com/used_cars/info.php?ID=1299957&DL=4523&utm_content=SLeligible,Toyota Wish 1.8A Elegance,62800.0,15440.0,5-Feb-18,79000.0,2017,976.0,Auto,27569.0,3/9/2024,19955.0,19955.0,42661.0,1246,1798.0,1355.0,1,MPV,6,2
843,https://www.sgcarmart.com/used_cars/info.php?ID=1330158&DL=3597,Honda Shuttle 1.5A G,108000.0,14640.0,18-Nov-21,46280.0,2021,682.0,Auto,38220.0,3/9/2024,19232.0,5000.0,47821.0,2619,1496.0,1130.0,1,Stationwagon,3,11
845,https://www.sgcarmart.com/used_cars/info.php?ID=1319983&DL=4332&utm_content=SLeligible,Peugeot 308 SW 1.2A PureTech Allure,56800.0,11340.0,14-Sep-18,147387.0,2017,508.0,Auto,27712.0,3/9/2024,21568.0,22196.0,30209.0,1460,1199.0,1190.0,1,Stationwagon,6,9
847,https://www.sgcarmart.com/used_cars/info.php?ID=1322278&DL=3214&utm_content=SLeligible,Lexus RX Turbo RX200t Luxury Sunroof,75800.0,28560.0,18-Jan-16,100700.0,2015,1210.0,Auto,48490.0,3/9/2024,56216.0,73189.0,60001.0,489,1998.0,2070.0,2,SUV,8,1
848,https://www.sgcarmart.com/used_cars/info.php?ID=1314932&DL=4543&utm_content=SLeligible,Mercedes-Benz E-Class E250 CGI Coupe,67000.0,12570.0,10-Feb-10,130000.0,2009,1461.0,Auto,20949.0,3/9/2024,47161.0,47161.0,39313.0,1923,1796.0,1580.0,3,Sports Car,14,2
849,https://www.sgcarmart.com/used_cars/info.php?ID=1268690&DL=1111&utm_content=SLeligible,Mercedes-Benz GLC-Class GLC250 Coupe AMG Line 4MATIC,162800.0,26880.0,5-Jul-19,82000.0,2019,1202.0,Auto,69174.0,3/9/2024,52030.0,65654.0,48010.0,1461,1991.0,1785.0,2,SUV,5,7
851,https://www.sgcarmart.com/used_cars/info.php?ID=1300605&DL=1094&utm_content=SLeligible,BMW X4 xDrive20i xLine,189800.0,27000.0,14-Aug-20,49896.0,2019,1210.0,Auto,64739.0,3/9/2024,47571.0,58600.0,35001.0,1855,1998.0,1730.0,2,SUV,4,8
852,https://www.sgcarmart.com/used_cars/info.php?ID=1301715&DL=8008&utm_content=SLeligible,Honda Vezel 1.5A G,158000.0,16720.0,21-Dec-23,6800.0,2023,682.0,Auto,71750.0,3/9/2024,18190.0,5000.0,85000.0,3382,1496.0,1250.0,1,SUV,1,12
853,https://www.sgcarmart.com/used_cars/info.php?ID=1330817&DL=2291,Honda City 1.5A SV i-VTEC,129800.0,14870.0,18-Oct-22,12000.0,2021,684.0,Auto,80693.0,3/9/2024,17991.0,17991.0,84000.0,2954,1498.0,1119.0,1,Mid-Sized Sedan,2,10
855,https://www.sgcarmart.com/used_cars/info.php?ID=1324315&DL=2793&utm_content=SLeligible,Toyota Corolla Altis 1.6A Elegance,59800.0,12840.0,26-Aug-14,105000.0,2014,742.0,Auto,36553.0,3/9/2024,18650.0,13650.0,39241.0,1677,1598.0,1205.0,2,Mid-Sized Sedan,10,8
856,https://www.sgcarmart.com/used_cars/info.php?ID=1329069&DL=1024,Nissan Qashqai 1.2A DIG-T,62800.0,14800.0,27-Mar-18,94000.0,2017,508.0,Auto,26665.0,3/9/2024,20143.0,20201.0,38000.0,1278,1197.0,1325.0,2,SUV,6,3
858,https://www.sgcarmart.com/used_cars/info.php?ID=1312394&DL=4346&utm_content=SLeligible,Mercedes-Benz GLB-Class GLB250 AMG Line 4MATIC 7-Seater,245800.0,26850.0,28-Oct-22,30119.0,2021,1202.0,Auto,128347.0,3/9/2024,44140.0,53796.0,110000.0,2954,1991.0,1535.0,1,SUV,2,10
859,https://www.sgcarmart.com/used_cars/info.php?ID=1331095&DL=4413,Peugeot 3008 1.2A PureTech EAT6 Active,49800.0,13630.0,13-Oct-17,73733.0,2017,508.0,Auto,23356.0,3/9/2024,23500.0,14900.0,44002.0,1134,1199.0,1270.0,2,SUV,7,10
863,https://www.sgcarmart.com/used_cars/info.php?ID=1259424&DL=3480&utm_content=SLeligible,Ford Mustang 2.3A Ecoboost,114800.0,35370.0,9-Mar-17,66000.0,2016,1520.0,Auto,43340.0,3/9/2024,42906.0,52069.0,48209.0,915,2261.0,1692.0,3,Sports Car,7,3
864,https://www.sgcarmart.com/used_cars/info.php?ID=1261064&DL=3554&utm_content=SLeligible,Mercedes-Benz E-Class E200 Avantgarde,156600.0,23830.0,23-Sep-19,62138.0,2019,1202.0,Auto,74424.0,3/9/2024,55707.0,72273.0,40001.0,1834,1991.0,1640.0,1,Luxury Sedan,5,9
866,https://www.sgcarmart.com/used_cars/info.php?ID=1306554&DL=2150&utm_content=SLeligible,Nissan Sylphy 1.6A,60800.0,12220.0,26-Dec-18,88000.0,2018,742.0,Auto,22345.0,3/9/2024,16212.0,16212.0,25501.0,1552,1598.0,1205.0,1,Mid-Sized Sedan,6,12
868,https://www.sgcarmart.com/used_cars/info.php?ID=1311952&DL=3570&utm_content=SLeligible,Toyota Harrier Turbo 2.0A M,136888.0,20100.0,11-Aug-20,46000.0,2019,1210.0,Auto,48376.0,3/9/2024,30808.0,35132.0,37102.0,1862,1998.0,1695.0,1,SUV,4,8
869,https://www.sgcarmart.com/used_cars/info.php?ID=1330849&DL=3616&utm_content=SLeligible,Mercedes-Benz E-Class E200 CGI Cabriolet,79000.0,13560.0,3-Jan-11,133000.0,2010,1364.0,Auto,19552.0,3/9/2024,58555.0,58555.0,33568.0,2102,1796.0,1685.0,4,Sports Car,13,1
870,https://www.sgcarmart.com/used_cars/info.php?ID=1329511&DL=4092&utm_content=SLeligible,MINI Cooper 1.6A,44588.0,9570.0,23-Jul-10,145000.0,2010,1113.0,Auto,12191.0,3/9/2024,22446.0,22446.0,26175.0,1677,1598.0,1105.0,5,Hatchback,14,7
872,https://www.sgcarmart.com/used_cars/info.php?ID=1314234&DL=4217&utm_content=SLeligible,Nissan X-Trail 2.0A 7-Seater Sunroof,89800.0,19710.0,30-Jul-18,106000.0,2018,1210.0,Auto,29400.0,3/9/2024,24057.0,25680.0,32551.0,1101,1997.0,1626.0,2,SUV,6,7
873,https://www.sgcarmart.com/used_cars/info.php?ID=1251505&DL=2339&utm_content=SLeligible,BMW X1 sDrive18i,81000.0,18160.0,31-Jan-18,102000.0,2017,684.0,Auto,40259.0,3/9/2024,33003.0,38205.0,47390.0,1222,1499.0,1430.0,3,SUV,6,1
874,https://www.sgcarmart.com/used_cars/info.php?ID=1331234&DL=3118,SEAT Leon CUPRA 2.0A TSI DSG,93000.0,22950.0,16-Nov-17,82000.0,2017,1194.0,Auto,43821.0,3/9/2024,33680.0,39152.0,57414.0,1157,1984.0,1421.0,2,Sports Car,7,11
876,https://www.sgcarmart.com/used_cars/info.php?ID=1332063&DL=4412,Mercedes-Benz CLA-Class CLA180 Shooting Brake,39800.0,14730.0,3-May-16,95902.0,2015,740.0,Auto,24358.0,3/9/2024,31216.0,30703.0,45002.0,584,1595.0,1460.0,3,Stationwagon,8,5
877,https://www.sgcarmart.com/used_cars/info.php?ID=1311806&DL=1463&utm_content=SLeligible,BMW 5 Series 520i Luxury,156999.0,24010.0,30-Oct-19,68000.0,2019,1210.0,Auto,70906.0,3/9/2024,52437.0,66387.0,41001.0,1861,1998.0,1530.0,1,Luxury Sedan,5,10
880,https://www.sgcarmart.com/used_cars/info.php?ID=1320593&DL=2351,BMW 1 Series 116i Sportline,121800.0,15960.0,12-Mar-21,53025.0,2021,684.0,Auto,53994.0,3/9/2024,31057.0,35480.0,41996.0,2378,1499.0,1340.0,1,Hatchback,3,3
884,https://www.sgcarmart.com/used_cars/info.php?ID=1322981&DL=2303&utm_content=SLeligible,Audi Q5 2.0A TFSI Quattro S-tronic Sport,147800.0,23510.0,31-Oct-19,58565.0,2019,1194.0,Auto,61346.0,3/9/2024,43623.0,53073.0,42020.0,1862,1984.0,1795.0,1,SUV,5,10
885,https://www.sgcarmart.com/used_cars/info.php?ID=1332415&DL=1000&utm_content=SLeligible,BMW 7 Series 750Li M-Sport Sunroof,189900.0,42260.0,25-Jan-17,105000.0,2016,4568.0,Auto,119232.0,3/9/2024,114261.0,177670.0,52807.0,851,4395.0,1865.0,2,Luxury Sedan,7,1
889,https://www.sgcarmart.com/used_cars/info.php?ID=1272277&DL=8008&utm_content=SLeligible,Volvo S90 T6 Inscription Sunroof,72500.0,19920.0,3-Jan-17,139000.0,2016,1176.0,Auto,44373.0,3/9/2024,42939.0,52115.0,56206.0,820,1969.0,1830.0,2,Luxury Sedan,7,1
890,https://www.sgcarmart.com/used_cars/info.php?ID=1323890&DL=2341&utm_content=SLeligible,Mercedes-Benz E-Class E200 Avantgarde,138800.0,22940.0,28-Feb-19,68000.0,2018,1202.0,Auto,64637.0,3/9/2024,55386.0,71695.0,32200.0,1614,1991.0,1605.0,1,Luxury Sedan,5,2
891,https://www.sgcarmart.com/used_cars/info.php?ID=1329805&DL=2874,Audi A3 Sedan 1.0A TFSI S-tronic,66300.0,14060.0,11-Jun-18,109233.0,2018,392.0,Auto,31613.0,3/9/2024,24711.0,26596.0,38001.0,1372,999.0,1280.0,1,Luxury Sedan,6,6
892,https://www.sgcarmart.com/used_cars/info.php?ID=1302596&DL=2473&utm_content=SLeligible,Nissan Qashqai 1.2A DIG-T,44800.0,13590.0,22-Jun-17,138567.0,2017,508.0,Auto,20794.0,3/9/2024,18583.0,13583.0,45201.0,1008,1197.0,1285.0,2,SUV,7,6
893,https://www.sgcarmart.com/used_cars/info.php?ID=1316936&DL=4508&utm_content=SLeligible,Mitsubishi ASX 2.0A,42300.0,12860.0,20-Apr-17,99850.0,2017,1210.0,Auto,24421.0,3/9/2024,17079.0,17079.0,54000.0,946,1998.0,1417.0,1,SUV,7,4
895,https://www.sgcarmart.com/used_cars/info.php?ID=1289020&DL=1399&utm_content=SLeligible,Mazda 3 1.5A Deluxe Sunroof,56800.0,14070.0,19-Jan-18,86272.0,2017,682.0,Auto,26092.0,3/9/2024,18643.0,18643.0,41400.0,1220,1496.0,1331.0,1,Mid-Sized Sedan,6,1
896,https://www.sgcarmart.com/used_cars/info.php?ID=1301928&DL=2563&utm_content=SLeligible,Porsche Macan 2.0A PDK,143900.0,32030.0,7-Nov-17,85688.0,2017,1194.0,Auto,70146.0,3/9/2024,62453.0,84416.0,49000.0,1158,1984.0,1845.0,2,SUV,7,11
897,https://www.sgcarmart.com/used_cars/info.php?ID=1268291&DL=1339&utm_content=SLeligible,Mercedes-Benz SLK-Class SLK350,104800.0,14810.0,14-Dec-11,164910.0,2011,4113.0,Auto,41133.0,3/9/2024,72257.0,72257.0,58124.0,2562,3498.0,1540.0,4,Sports Car,13,12
899,https://www.sgcarmart.com/used_cars/info.php?ID=1330891&DL=4163&utm_content=SLeligible,BMW 1 Series 135i Coupe,63000.0,15150.0,31-Oct-08,124000.0,2008,3543.0,Auto,13425.0,3/9/2024,46444.0,46444.0,32279.0,1497,2979.0,1490.0,4,Sports Car,16,10
900,https://www.sgcarmart.com/used_cars/info.php?ID=1330171&DL=3597,BMW 2 Series 216i Gran Tourer,50000.0,13890.0,24-Mar-17,138276.0,2016,684.0,Auto,30997.0,3/9/2024,26522.0,29131.0,53001.0,910,1499.0,1480.0,3,MPV,7,3
901,https://www.sgcarmart.com/used_cars/info.php?ID=1330044&DL=4030,Volkswagen Golf 1.4A TSI Comfortline,69000.0,13160.0,28-Feb-19,85000.0,2018,624.0,Auto,25736.0,3/9/2024,19904.0,19904.0,26301.0,1614,1395.0,1270.0,1,Hatchback,5,2
903,https://www.sgcarmart.com/used_cars/info.php?ID=1330274&DL=4323,Toyota Camry 2.5A,39800.0,15950.0,19-Feb-16,109000.0,2016,1792.0,Auto,25473.0,3/9/2024,29296.0,33015.0,50089.0,520,2494.0,1475.0,1,Luxury Sedan,8,2
904,https://www.sgcarmart.com/used_cars/info.php?ID=1274131&DL=3908&utm_content=SLeligible,BMW 5 Series 523i,82800.0,14030.0,29-Jul-10,140000.0,2010,2694.0,Auto,19810.0,3/9/2024,41291.0,41291.0,33568.0,1830,2497.0,1650.0,3,Luxury Sedan,14,7
906,https://www.sgcarmart.com/used_cars/info.php?ID=1331276&DL=1213,Kia Cerato 1.6A SX,75800.0,14840.0,8-Mar-19,64950.0,2018,738.0,Auto,24043.0,3/9/2024,17798.0,17798.0,25689.0,1644,1591.0,1287.0,1,Mid-Sized Sedan,5,3
907,https://www.sgcarmart.com/used_cars/info.php?ID=1329447&DL=3975,Mercedes-Benz S-Class S320L,126500.0,26800.0,24-Nov-16,113500.0,2016,2382.0,Auto,93010.0,3/9/2024,89948.0,133907.0,57002.0,790,2996.0,1940.0,2,Luxury Sedan,8,11
908,https://www.sgcarmart.com/used_cars/info.php?ID=1331852&DL=4337,Lexus NX Turbo NX300 Executive,172800.0,24910.0,13-Aug-20,100000.0,2020,1210.0,Auto,59185.0,3/9/2024,41083.0,49517.0,37102.0,1864,1998.0,1755.0,1,SUV,4,8
909,https://www.sgcarmart.com/used_cars/info.php?ID=1329775&DL=2725,Toyota Vios 1.5A E,65800.0,12910.0,25-Mar-19,66000.0,2019,682.0,Auto,21460.0,3/9/2024,13936.0,13936.0,25689.0,1641,1496.0,1085.0,3,Mid-Sized Sedan,5,3
910,https://www.sgcarmart.com/used_cars/info.php?ID=1306194&DL=3318&utm_content=SLeligible,Mitsubishi Colt Plus Ralliart 1.5A Turbo,43800.0,13170.0,27-Feb-08,157000.0,2007,999.0,Auto,14201.0,3/9/2024,16594.0,18254.0,42698.0,1193,1468.0,1190.0,2,Sports Car,16,2
911,https://www.sgcarmart.com/used_cars/info.php?ID=1331789&DL=2303,Mercedes-Benz GLC-Class GLC200,142800.0,25030.0,7-May-19,43500.0,2019,1202.0,Auto,54522.0,3/9/2024,42557.0,51580.0,39401.0,1703,1991.0,1705.0,1,SUV,5,5
912,https://www.sgcarmart.com/used_cars/info.php?ID=1331145&DL=3359,Mercedes-Benz GLC-Class GLC250 AMG Line 4MATIC,88800.0,26780.0,24-Nov-16,60750.0,2016,1202.0,Auto,47653.0,3/9/2024,47577.0,58608.0,56206.0,790,1991.0,1735.0,2,SUV,8,11
914,https://www.sgcarmart.com/used_cars/info.php?ID=1108138&DL=1345&utm_content=SLeligible,Audi S8 4.0A TFSI Quattro,219999.0,25910.0,28-Feb-13,134895.0,2012,4728.0,Auto,86698.0,3/9/2024,113459.0,113459.0,108373.0,3074,3993.0,2050.0,5,Luxury Sedan,11,2
915,https://www.sgcarmart.com/used_cars/info.php?ID=1320617&DL=2389&utm_content=SLeligible,BMW X3 sDrive20i,150800.0,23520.0,18-Dec-19,40000.0,2019,1210.0,Auto,59615.0,3/9/2024,43394.0,52752.0,37900.0,1919,1998.0,1660.0,1,SUV,5,12
916,https://www.sgcarmart.com/used_cars/info.php?ID=1328165&DL=2189,Mercedes-Benz CLA-Class CLA200 Progressive,123800.0,20280.0,26-Sep-19,113000.0,2019,586.0,Auto,51932.0,3/9/2024,35885.0,42239.0,40001.0,1827,1332.0,1420.0,1,Luxury Sedan,5,9
917,https://www.sgcarmart.com/used_cars/info.php?ID=1330984&DL=2849,Honda Odyssey 2.4A EXV-S Premium Sunroof,131000.0,22620.0,23-Aug-19,41857.0,2019,1630.0,Auto,45803.0,3/9/2024,32223.0,37113.0,39889.0,1499,2356.0,1858.0,1,MPV,5,8
919,https://www.sgcarmart.com/used_cars/info.php?ID=1330155&DL=4721,Subaru Outback 2.5i-S Sunroof,38800.0,12840.0,7-Sep-16,111000.0,2016,1798.0,Auto,26956.0,3/9/2024,24297.0,26016.0,56500.0,733,2498.0,1684.0,1,SUV,8,9
920,https://www.sgcarmart.com/used_cars/info.php?ID=1326658&DL=1000&utm_content=SLeligible,BMW 1 Series 1M Coupe,215800.0,32410.0,27-May-11,116000.0,2011,3307.0,Auto,31501.0,3/9/2024,48853.0,48853.0,47316.0,2407,2979.0,1495.0,6,Sports Car,13,5
921,https://www.sgcarmart.com/used_cars/info.php?ID=1318425&DL=2397&utm_content=SLeligible,Volkswagen Touran 1.4A TSI,32800.0,13480.0,29-Mar-16,86921.0,2015,620.0,Auto,20157.0,3/9/2024,22445.0,23423.0,46502.0,550,1390.0,1536.0,2,MPV,8,3
923,https://www.sgcarmart.com/used_cars/info.php?ID=1331270&DL=1090,Kia Cerato 1.6A LX,61800.0,12960.0,4-Jan-19,77000.0,2018,738.0,Auto,19997.0,3/9/2024,11219.0,11219.0,28000.0,1580,1591.0,1287.0,2,Mid-Sized Sedan,5,1
924,https://www.sgcarmart.com/used_cars/info.php?ID=1330080&DL=4503,Mercedes-Benz A-Class A180 Style,35800.0,15960.0,22-Apr-16,165555.0,2015,740.0,Auto,17765.0,3/9/2024,23253.0,19555.0,43000.0,583,1595.0,1395.0,3,Hatchback,8,4
925,https://www.sgcarmart.com/used_cars/info.php?ID=1309177&DL=4128&utm_content=SLeligible,Nissan X-Trail 2.0A 7-Seater Sunroof,49000.0,15170.0,24-Jan-17,86000.0,2016,1210.0,Auto,27938.0,3/9/2024,23955.0,25537.0,52807.0,850,1997.0,1626.0,2,SUV,7,1
927,https://www.sgcarmart.com/used_cars/info.php?ID=1312437&DL=3456&utm_content=SLeligible,Mitsubishi Attrage 1.2A,31000.0,11620.0,16-Feb-17,120000.0,2016,506.0,Auto,15285.0,3/9/2024,13822.0,5000.0,50101.0,882,1193.0,940.0,1,Mid-Sized Sedan,7,2
928,https://www.sgcarmart.com/used_cars/info.php?ID=1289331&DL=1335&utm_content=SLeligible,BMW 5 Series 520i,103800.0,21760.0,28-Feb-18,108000.0,2017,1210.0,Auto,49955.0,3/9/2024,45675.0,55945.0,39000.0,1249,1998.0,1530.0,1,Luxury Sedan,6,2
