,LISTING_URL,BRAND,PRICE,DEPRE_YEARLY,REG_DATE,MILEAGE_KM,MANUFACTURED_YEAR,ROAD_TAX_YEARLY,TRANSMISSION,DEREG_VALUE_FROM_SCRAPE_DATE,SCRAPE_DATE,OMV,ARF,COE_FROM_SCRAPE_DATE,DAYS_OF_COE_LEFT,ENGINE_CAPACITY_CC,CURB_WEIGHT_KG,NO_OF_OWNERS,VEHICLE_TYPE
0,https://www.sgcarmart.com/used_cars/info.php?ID=1332309&DL=1155,Land Rover Range Rover Velar Diesel 3.0A SD6,151800,28200,16-Nov-17,49800,SUV,3376,2017,98382,3/9/2024,,,57414,1157,2993,2214,1,
1,https://www.sgcarmart.com/used_cars/info.php?ID=1326310&DL=1026,Honda HR-V 1.5A LX,78800,14790,21-Mar-19,94000,2019,682,Auto,27800,3/9/2024,22254,23156,25501,1647,1496,1200,1,SUV
2,https://www.sgcarmart.com/used_cars/info.php?ID=1278449&DL=4317&utm_content=SLeligible,Toyota Wish 1.8A,69800,13950,3-Sep-14,67800,2014,976,Auto,,3/9/2024,23454,19836,,1825,1798,1360,2,MPV
3,https://www.sgcarmart.com/used_cars/info.php?ID=1330056&DL=1418,Mercedes-Benz A-Class A200,53800,18370,3-Jan-17,88453,2016,740,Auto,26349,3/9/2024,24971,21960,56500,820,1595,1395,1,Hatchback
4,https://www.sgcarmart.com/used_cars/info.php?ID=1306993&DL=2171&utm_content=SLeligible,Toyota Previa 2.4A Aeras Moonroof,157800,22740,23-Sep-20,65000,2019,1638,Auto,55345,3/9/2024,34487,40282,41510,2199,2362,1775,1,MPV
5,https://www.sgcarmart.com/used_cars/info.php?ID=1332689&DL=1020,Subaru Forester 2.0i-L Sunroof,45800,13700,27-Jun-17,106000,2017,1208,Auto,23659,3/9/2024,14601,14601,53001,1003,1995,1591,2,SUV
6,https://www.sgcarmart.com/used_cars/info.php?ID=1331853&DL=1228,Audi A4 1.8A TFSI MU,17300,17440,30-Sep-10,160000,2010,1366,Auto,3264,3/9/2024,36125,36125,16457,38,1798,1450,2,Luxury Sedan
7,https://www.sgcarmart.com/used_cars/info.php?ID=1328029&DL=1193,Mercedes-Benz GLA-Class GLA180 Urban Edition,84800,18240,7-Jun-18,78000,2018,740,Auto,35041,3/9/2024,28937,32512,37000,1368,1595,1435,1,SUV
8,https://www.sgcarmart.com/used_cars/info.php?ID=1331515&DL=1000,Mercedes-Benz C-Class C200 AMG Line,31000,,17-Oct-14,,2014,1202,Auto,21074,3/9/2024,41733,40427,73010,33,1991,1465,2,Luxury Sedan
9,https://www.sgcarmart.com/used_cars/info.php?ID=1309700&DL=1220,Honda S2000 Type V 2.2M,103300,33910,21-Sep-07,,2007,2094,Manual,15341,3/9/2024,42203,46424,50355,1102,2156,1270,,Sports Car
10,https://www.sgcarmart.com/used_cars/info.php?ID=1309019&DL=2650&utm_content=SLeligible,Kia Cerato K3 1.6A EX,27800,13740,3-Mar-16,49300,2015,738,Auto,14429,3/9/2024,14560,14560,43000,522,1591,1295,1,Mid-Sized Sedan
11,https://www.sgcarmart.com/used_cars/info.php?ID=1304936&DL=3100&utm_content=SLeligible,Renault Grand Scenic Diesel 1.5A dCi Moonroof,68800,13150,27-Mar-19,86300,MPV,1048,2019,24329,3/9/2024,,,26301,1643,1461,1540,1,
12,https://www.sgcarmart.com/used_cars/info.php?ID=1327716&DL=1269,BMW 2 Series 216d Active Tourer,30800,15040,11-Jan-16,96000,Hatchback,1082,2015,18939,3/9/2024,,,55089,492,1496,1395,3,
13,https://www.sgcarmart.com/used_cars/info.php?ID=1310509&DL=4247&utm_content=SLeligible,BMW M4 Convertible,238800,23870,15-May-15,90000,2014,2362,Auto,,3/9/2024,73847,104925,,0,2979,1790,5,Sports Car
14,https://www.sgcarmart.com/used_cars/info.php?ID=1316004&DL=2080&utm_content=SLeligible,Mercedes-Benz E-Class E230,43800,9620,23-Mar-09,,2008,2694,Auto,15025,3/9/2024,55338,55338,33018,1649,2497,1605,4,Luxury Sedan
15,https://www.sgcarmart.com/used_cars/info.php?ID=1325493&DL=3103,Mercedes-Benz CLA-Class CLA180 Mild Hybrid Progressive,206988,19990,18-Dec-23,13000,Luxury,586,2023,102182,3/9/2024,,,88020,3379,1332,1505,1,
16,https://www.sgcarmart.com/used_cars/info.php?ID=1247325&DL=3276&utm_content=SLeligible,Volvo V40 Cross Country T4 Sunroof,55800,16770,28-Feb-17,103000,2016,1176,Auto,28937,3/9/2024,25901,28262,48209,884,1969,1470,1,Hatchback
17,https://www.sgcarmart.com/used_cars/info.php?ID=1329435&DL=1213,Mercedes-Benz C-Class C200 Avantgarde,62800,23700,31-May-16,134650,2016,1202,Auto,32500,3/9/2024,40194,43272,50089,612,1991,1465,1,Luxury Sedan
18,https://www.sgcarmart.com/used_cars/info.php?ID=1329893&DL=2591,BMW X3 sDrive20i,118800,21860,18-Dec-18,74700,2018,1210,Auto,48278,3/9/2024,41424,49994,30959,1554,1998,1660,2,SUV
19,https://www.sgcarmart.com/used_cars/info.php?ID=1304180&DL=2011,McLaren GT 4.0A,1165,117970,25-Feb-23,1000,2022,3940,Auto,335008,3/9/2024,176719,328782,114009,3071,3994,1603,2,Sports Car
20,https://www.sgcarmart.com/used_cars/info.php?ID=1329205&DL=3393,Toyota Vios 1.5A E,67800,13020,6-May-19,69191,2019,682,Auto,21863,3/9/2024,13936,13936,25920,1702,1496,1085,1,Mid-Sized Sedan
21,https://www.sgcarmart.com/used_cars/info.php?ID=1331199&DL=4551,Kia Stonic 1.0T SX Sunroof,84000,14320,20-Mar-20,70000,2019,392,Auto,25106,3/9/2024,19310,9310,32699,2011,998,1185,1,SUV
22,https://www.sgcarmart.com/used_cars/info.php?ID=1332688&DL=1399,Volkswagen Jetta GP 1.4A TSI Trendline,29800,10360,30-Sep-16,132000,2016,620,Auto,20376,3/9/2024,16699,16699,50000,736,1390,1417,3,Mid-Sized Sedan
23,https://www.sgcarmart.com/used_cars/info.php?ID=1271667&DL=1034&utm_content=SLeligible,Honda Vezel Hybrid 1.5A X,43800,14210,1-Aug-17,,SUV,682,2017,17564,3/9/2024,,,50101,738,1496,1280,3,
24,https://www.sgcarmart.com/used_cars/info.php?ID=1299011&DL=3647&utm_content=SLeligible,Audi A3 Sedan 1.0A TFSI S-tronic,80500,14350,26-Jun-19,90033,2019,392,Auto,30479,3/9/2024,22083,22917,30009,1732,999,1280,1,Luxury Sedan
25,https://www.sgcarmart.com/used_cars/info.php?ID=1329286&DL=4168&utm_content=SLeligible,Porsche 911 Coupe Tip,205000,20490,4-Jan-05,155032,2004,4977,Auto,,3/9/2024,133127,146440,,0,3596,1510,,Sports Car
26,https://www.sgcarmart.com/used_cars/info.php?ID=1294391&DL=2356&utm_content=SLeligible,Mercedes-Benz E-Class E350 Cabriolet,79800,17130,4-Jan-11,,2010,4430,Auto,16493,3/9/2024,80087,80087,35411,1677,3498,1765,2,Sports Car
27,https://www.sgcarmart.com/used_cars/info.php?ID=1316632&DL=2448&utm_content=SLeligible,Audi Q2 1.4A TFSI CoD S-tronic,63800,17160,5-Oct-17,73000,2017,624,Auto,28959,3/9/2024,24800,21720,48109,1126,1395,1355,2,SUV
28,https://www.sgcarmart.com/used_cars/info.php?ID=1331876&DL=4699,Mercedes-Benz A-Class A35 AMG 4MATIC Premium Plus,197888,26510,29-Dec-20,29000,2019,1202,Auto,71686,3/9/2024,49003,60605,41503,2285,1991,555,2,Sports Car
29,https://www.sgcarmart.com/used_cars/info.php?ID=1312136&DL=3573&utm_content=SLeligible,BMW 3 Series 330i M-Sport,168800,26320,25-Sep-19,63000,2019,1210,Auto,72142,3/9/2024,55125,71225,37000,1826,1998,1470,3,Luxury Sedan
30,https://www.sgcarmart.com/used_cars/info.php?ID=1322398&DL=4254&utm_content=SLeligible,Jaguar F-Type 3.0A S Coupe,139888,41200,11-Mar-16,60000,2015,2380,Auto,92433,3/9/2024,101637,154947,47604,552,2995,1647,1,Sports Car
31,https://www.sgcarmart.com/used_cars/info.php?ID=1333004&DL=4313,Mercedes-Benz E-Class E200 Mild Hybrid Avantgarde,231800,25440,31-May-22,28000,Luxury,1202,2022,126451,3/9/2024,,,95801,2802,1991,1625,2,
32,https://www.sgcarmart.com/used_cars/info.php?ID=1159217&DL=1177&utm_content=SLeligible,Maybach 62 S Long,899000,142050,27-Dec-11,5000,2011,9160,Auto,25767,3/9/2024,765955,765955,40714,2288,5980,2905,5,Luxury Sedan
33,https://www.sgcarmart.com/used_cars/info.php?ID=1330924&DL=1264,Honda Vezel 1.5A X Honda Sensing,69800,15050,16-Nov-18,60600,2018,682,Auto,21154,3/9/2024,22238,13134,28457,1522,1496,1190,1,SUV
34,https://www.sgcarmart.com/used_cars/info.php?ID=1320690&DL=3037&utm_content=SLeligible,Nissan Serena e-POWER Hybrid 1.2A Highway Star Premium,111800,19030,30-Nov-19,149000,MPV,802,2019,39758,3/9/2024,,,41361,1891,1198,1758,1,
35,https://www.sgcarmart.com/used_cars/info.php?ID=1293458&DL=1198&utm_content=SLeligible,BMW 7 Series 730Li Sunroof,81800,12610,28-Feb-11,115208,2010,3335,Auto,29575,3/9/2024,67819,67819,45586,2344,2996,1855,3,Luxury Sedan
36,https://www.sgcarmart.com/used_cars/info.php?ID=1330165&DL=3597,Toyota Camry Hybrid 2.5A G,89000,18470,15-Aug-18,116535,Luxury,1784,2018,34471,3/9/2024,,,34381,1126,2487,1570,1,
37,https://www.sgcarmart.com/used_cars/info.php?ID=1332232&DL=3132,Mercedes-Benz GLA-Class GLA180 Urban Edition,79800,16860,22-Jun-18,119000,2018,740,Auto,34431,3/9/2024,28179,31451,36810,1373,1595,1435,1,SUV
38,https://www.sgcarmart.com/used_cars/info.php?ID=1329616&DL=4402&utm_content=SLeligible,Honda Civic Type-R 2.0M,87000,23640,9-May-08,30000,2008,1815,Manual,14244,3/9/2024,26835,26835,38712,1340,1998,1270,,Sports Car
39,https://www.sgcarmart.com/used_cars/info.php?ID=1282412&DL=4494&utm_content=SLeligible,Mercedes-Benz E-Class E250 Cabriolet,99000,15640,22-Jan-11,140000,2010,1364,Auto,25767,3/9/2024,61185,61185,40714,2288,1796,1695,6,Sports Car
40,https://www.sgcarmart.com/used_cars/info.php?ID=1331888&DL=3653,Audi A3 Sportback Mild Hybrid 1.5A TFSI S-tronic,125800,17560,28-May-21,44000,Hatchback,684,2021,53792,3/9/2024,,,63002,2434,1498,1395,1,
41,https://www.sgcarmart.com/used_cars/info.php?ID=1325723&DL=2341,Mercedes-Benz E-Class E200 Exclusive,149800,23400,14-Jun-19,83000,2018,1202,Auto,76147,3/9/2024,57783,76010,48010,1730,1991,1640,1,Luxury Sedan
42,https://www.sgcarmart.com/used_cars/info.php?ID=1330889&DL=4458,Mercedes-Benz E-Class E200 Avantgarde,176500,22790,26-Nov-20,50500,2020,1202,Auto,76090,3/9/2024,53920,69056,39000,2252,1991,1640,1,Luxury Sedan
43,https://www.sgcarmart.com/used_cars/info.php?ID=1186770&DL=3730&utm_content=SLeligible,Lamborghini Aventador LP700-4,518000,79810,21-Nov-11,25000,2011,10213,Auto,29587,3/9/2024,398686,398686,45586,2345,6498,1690,4,Sports Car
44,https://www.sgcarmart.com/used_cars/info.php?ID=1329507&DL=3414&utm_content=SLeligible,BMW 3 Series 325i Convertible,49800,13710,22-Apr-08,194100,2008,2694,Auto,14852,3/9/2024,64660,64660,40881,1313,2497,1685,5,Sports Car
45,https://www.sgcarmart.com/used_cars/info.php?ID=1283474&DL=1000&utm_content=SLeligible,BMW 1 Series 118i 5DR M-Sport Highline,128000,18220,3-Aug-20,64000,2019,684,Auto,51012,3/9/2024,34579,40411,35001,1825,1499,1320,1,Hatchback
46,https://www.sgcarmart.com/used_cars/info.php?ID=1272374&DL=1073&utm_content=SLeligible,Toyota Sienta Hybrid 1.5A X,91800,16670,4-Sep-19,52000,MPV,682,2019,25801,3/9/2024,,,26309,1825,1496,1380,1,
47,https://www.sgcarmart.com/used_cars/info.php?ID=1301197&DL=1311&utm_content=SLeligible,Kia Cerato 1.6A EX,87800,15340,3-Dec-19,82000,2019,738,Auto,27836,3/9/2024,14501,14501,32309,1894,1591,1287,1,Mid-Sized Sedan
48,https://www.sgcarmart.com/used_cars/info.php?ID=1282616&DL=3160&utm_content=SLeligible,Toyota Wish 1.8A,49050,10800,20-Mar-09,108000,2009,1458,Auto,14998,3/9/2024,18662,18662,33018,1646,1794,1310,2,MPV
49,https://www.sgcarmart.com/used_cars/info.php?ID=1332562&DL=3711&utm_content=SLeligible,Toyota Prius C Hybrid 1.5A,58800,11750,10-Sep-14,32000,Hatchback,684,2014,,3/9/2024,,,,1825,1497,1120,1,
50,https://www.sgcarmart.com/used_cars/info.php?ID=1219414&DL=3712&utm_content=SLeligible,Subaru XV 1.6i-S,28000,11560,31-May-16,159000,2016,744,Auto,17035,3/9/2024,15849,15849,47889,612,1600,1480,1,SUV
51,https://www.sgcarmart.com/used_cars/info.php?ID=1284653&DL=3727&utm_content=SLeligible,Mercedes-Benz Maybach GLS-Class GLS600 Mild Hybrid 4MATIC,758000,70300,31-May-22,22300,SUV,3922,2022,396740,3/9/2024,,,98389,2802,3982,2710,2,
52,https://www.sgcarmart.com/used_cars/info.php?ID=1322788&DL=8008,BMW 7 Series 740Li Sunroof,72000,110420,30-Apr-15,96000,2014,2362,Auto,50805,3/9/2024,72005,101609,,216,2979,1845,2,Luxury Sedan
53,https://www.sgcarmart.com/used_cars/info.php?ID=1329714&DL=2351,BMW 4 Series 430i Gran Coupe M-Sport Pro Sunroof,282800,26030,12-Sep-23,10778,2022,1210,Auto,167911,3/9/2024,63866,95665,134889,3293,1998,1645,1,Luxury Sedan
54,https://www.sgcarmart.com/used_cars/info.php?ID=1098442&DL=3507&utm_content=SLeligible,Honda Vezel 1.5A G Honda Sensing,130800,16340,13-May-22,5000,2021,682,Auto,62203,3/9/2024,23722,10211,70901,2804,1496,1250,1,SUV
55,https://www.sgcarmart.com/used_cars/info.php?ID=1296402&DL=3647&utm_content=SLeligible,Volkswagen Passat 1.8A TFSI Sunroof,38000,17290,22-Dec-15,103288,2015,976,Auto,25174,3/9/2024,31499,31099,62140,463,1798,1480,1,Luxury Sedan
56,https://www.sgcarmart.com/used_cars/info.php?ID=1325043&DL=3709,Mercedes-Benz GLA-Class GLA180 Urban Edition,82800,17310,19-Jul-18,54800,2018,740,Auto,35165,3/9/2024,28179,31451,38001,1100,1595,1435,2,SUV
57,https://www.sgcarmart.com/used_cars/info.php?ID=1330833&DL=3381,Volkswagen Beetle 1.2A TSI Sunroof,26200,16010,18-Sep-15,82000,2015,508,Auto,16467,3/9/2024,19162,19162,57089,369,1197,1222,3,Hatchback
58,https://www.sgcarmart.com/used_cars/info.php?ID=1329472&DL=3800,Ferrari 360 Challenge Stradale,888000,96040,12-Dec-03,29000,2003,4953,Auto,110475,3/9/2024,220263,286342,138094,3352,3586,1290,2,Sports Car
59,https://www.sgcarmart.com/used_cars/info.php?ID=1308939&DL=3911&utm_content=SLeligible,Toyota Corolla Altis 1.6A,61800,12850,25-Jun-14,38000,2014,816,Auto,43098,3/9/2024,18761,13761,44817,1731,1598,1205,1,Mid-Sized Sedan
60,https://www.sgcarmart.com/used_cars/info.php?ID=1332609&DL=4412,BMW 2 Series 216d Gran Tourer,34800,14310,24-Mar-16,112000,MPV,1082,2016,20920,3/9/2024,,,45504,545,1496,1480,1,
61,https://www.sgcarmart.com/used_cars/info.php?ID=1329491&DL=4265&utm_content=SLeligible,Honda Odyssey 2.4A EXV-S Sunroof,126800,12670,9-Jan-15,140000,2014,1630,Auto,,3/9/2024,26848,29588,,0,2356,1855,5,MPV
62,https://www.sgcarmart.com/used_cars/info.php?ID=1219562&DL=4472&utm_content=SLeligible,Ferrari California T 3.8A,558800,55850,27-Jul-15,33000,2015,3724,Auto,,3/9/2024,263524,446344,,0,3855,1770,3,Sports Car
63,https://www.sgcarmart.com/used_cars/info.php?ID=1288422&DL=3908&utm_content=SLeligible,Lexus ES250 Luxury,159800,25710,30-Sep-19,54215,2019,1784,Auto,63623,3/9/2024,47664,58730,40002,1831,2487,1620,1,Luxury Sedan
64,https://www.sgcarmart.com/used_cars/info.php?ID=1129343&DL=4048&utm_content=SLeligible,Mitsubishi Evolution 9 GT,258800,25870,26-Jul-06,,2005,1815,Manual,,3/9/2024,40366,44403,,0,1997,1390,6,Sports Car
65,https://www.sgcarmart.com/used_cars/info.php?ID=1264249&DL=2339&utm_content=SLeligible,Volkswagen Sportsvan 1.4A Highline Sunroof,44500,15340,30-Sep-16,98000,2016,624,Auto,25638,3/9/2024,27478,25470,50000,736,1395,1383,2,Hatchback
66,https://www.sgcarmart.com/used_cars/info.php?ID=1320155&DL=1001&utm_content=SLeligible,Toyota Vios 1.5A E,55800,14500,17-Jan-18,45362,2017,682,Auto,22971,3/9/2024,13876,13876,41400,1218,1496,1085,2,Mid-Sized Sedan
67,https://www.sgcarmart.com/used_cars/info.php?ID=1331540&DL=3137&utm_content=SLeligible,Audi TT Coupe 2.0A TFSI,76800,18840,9-Oct-08,,2008,1791,Auto,13607,3/9/2024,48976,48976,33377,1467,1984,1280,5,Sports Car
68,https://www.sgcarmart.com/used_cars/info.php?ID=1330040&DL=1072,Honda Fit 1.3A G F-Package,52500,13080,27-Jun-18,87400,2018,578,Auto,18157,3/9/2024,15228,5228,38700,1368,1317,1030,2,Hatchback
69,https://www.sgcarmart.com/used_cars/info.php?ID=1332241&DL=3546,Volkswagen Polo GP 1.2A TSI Sunroof,20800,10410,28-Apr-16,141100,2016,508,Auto,11812,3/9/2024,17316,7316,47300,579,1197,1139,1,Hatchback
70,https://www.sgcarmart.com/used_cars/info.php?ID=1325653&DL=1000&utm_content=SLeligible,Porsche Panamera G2 3.0A PDK,268888,43160,23-Nov-18,88400,2018,2380,Auto,135010,3/9/2024,111840,173312,32429,1529,2995,1815,2,Sports Car
71,https://www.sgcarmart.com/used_cars/info.php?ID=1310858&DL=3989&utm_content=SLeligible,Subaru Forester 2.0A XT Sunroof,50800,30210,22-Jan-16,,2015,1210,Auto,18198,3/9/2024,17994,17994,60001,493,1998,1682,3,SUV
72,https://www.sgcarmart.com/used_cars/info.php?ID=1162725&DL=3103,Volkswagen Polo 1.0A TSI Beats,106988,13070,12-Jan-22,35000,2021,392,Auto,49325,3/9/2024,21151,21612,45001,2683,999,1190,1,Hatchback
73,https://www.sgcarmart.com/used_cars/info.php?ID=1312347&DL=2725&utm_content=SLeligible,Mitsubishi Lancer EX 1.6A,45800,15980,16-Feb-17,,2016,738,Auto,19331,3/9/2024,13250,13250,46413,882,1590,1284,2,Mid-Sized Sedan
74,https://www.sgcarmart.com/used_cars/info.php?ID=1331395&DL=1054,Opel Crossland 1.2A X Turbo,72800,12010,31-Oct-19,67983,2018,508,Auto,32962,3/9/2024,21232,21725,32309,1862,1199,1203,1,SUV
75,https://www.sgcarmart.com/used_cars/info.php?ID=1305196&DL=1000&utm_content=SLeligible,Honda Civic 1.6A VTi,68200,15610,31-May-18,55000,2018,742,Auto,27302,3/9/2024,19662,19662,38830,1342,1597,1249,2,Mid-Sized Sedan
76,https://www.sgcarmart.com/used_cars/info.php?ID=1307997&DL=2029&utm_content=SLeligible,Toyota Sienta Hybrid 1.5A G,153900,15040,10-May-24,120,MPV,680,2023,87275,3/9/2024,,,93604,3531,1490,1360,1,
77,https://www.sgcarmart.com/used_cars/info.php?ID=1306337&DL=4667&utm_content=SLeligible,Chevrolet Cruze 1.6A,27000,11940,11-May-16,100358,2016,742,Auto,15668,3/9/2024,13841,13841,47889,612,1598,1413,2,Mid-Sized Sedan
78,https://www.sgcarmart.com/used_cars/info.php?ID=1319680&DL=3318&utm_content=SLeligible,Mercedes-Benz S-Class S300L Sunroof,88800,12550,10-Oct-11,155000,2011,3097,Auto,41133,3/9/2024,85329,85329,58124,2562,2997,1850,3,Luxury Sedan
79,https://www.sgcarmart.com/used_cars/info.php?ID=1230848&DL=2291&utm_content=SLeligible,Volvo XC60 T5 Momentum,157800,23010,14-Jul-20,72000,2020,1176,Auto,54939,3/9/2024,38521,45930,34989,1825,1969,1757,2,SUV
80,https://www.sgcarmart.com/used_cars/info.php?ID=1330054&DL=4500,Jaguar E-PACE 2.0A Prestige,100500,17310,1-Jul-19,110000,2019,1210,Auto,42785,3/9/2024,29975,33965,39400,1737,1997,1757,1,SUV
81,https://www.sgcarmart.com/used_cars/info.php?ID=1329827&DL=1339&utm_content=SLeligible,Maserati GranTurismo 4.2A,110800,19870,14-Sep-10,,2010,6065,Auto,19746,3/9/2024,103052,103052,35416,2013,4244,1880,,Sports Car
82,https://www.sgcarmart.com/used_cars/info.php?ID=1318131&DL=3648&utm_content=SLeligible,Citroen C5 Aircross 1.6A PureTech EAT8 Shine,86777,13380,28-Feb-20,,2019,742,Auto,38093,3/9/2024,24804,26726,32889,1979,1598,1430,3,SUV
83,https://www.sgcarmart.com/used_cars/info.php?ID=1325141&DL=3381,Tesla Model 3 Electric Standard Range Plus RWD,133000,18010,25-Mar-21,,Luxury,3226,2020,53210,3/9/2024,,,47001,2371,,1684,2,
84,https://www.sgcarmart.com/used_cars/info.php?ID=1311311&DL=1189&utm_content=SLeligible,BMW X4 xDrive28i Sunroof,159800,15970,27-Nov-14,132000,2014,1210,Auto,,3/9/2024,54098,69377,,0,1997,1770,4,SUV
85,https://www.sgcarmart.com/used_cars/info.php?ID=1332262&DL=4712,Honda Vezel 1.5A X,25800,13040,4-Apr-16,131555,2015,682,Auto,12823,3/9/2024,20272,10381,45000,575,1496,1190,2,SUV
86,https://www.sgcarmart.com/used_cars/info.php?ID=1253651&DL=4386&utm_content=SLeligible,Bentley Bentayga 4.0A V8,888000,93190,13-Apr-22,15000,2021,3944,Auto,327995,3/9/2024,214149,357469,83911,2774,3996,2415,1,SUV
87,https://www.sgcarmart.com/used_cars/info.php?ID=1297515&DL=2689&utm_content=SLeligible,Porsche Macan S 3.0A PDK,255777,40540,23-Aug-19,48000,2018,2380,Auto,99378,3/9/2024,75888,108599,47000,1499,2995,1940,3,SUV
88,https://www.sgcarmart.com/used_cars/info.php?ID=1314554&DL=3034&utm_content=SLeligible,Mercedes-Benz C-Class C180K,77900,11140,21-Sep-11,165000,2011,965,Auto,32425,3/9/2024,29995,29995,46358,2228,1597,1500,4,Luxury Sedan
89,https://www.sgcarmart.com/used_cars/info.php?ID=1323686&DL=2080&utm_content=SLeligible,Mazda 3 1.6A,42800,9190,21-Dec-09,,2009,1113,Auto,12191,3/9/2024,20294,20294,26175,1677,1598,1275,,Mid-Sized Sedan
90,https://www.sgcarmart.com/used_cars/info.php?ID=1330801&DL=2783,BMW 2 Series 216d Gran Tourer,55777,15660,29-May-17,96000,MPV,1082,2017,29568,3/9/2024,,,51106,975,1496,1480,2,
91,https://www.sgcarmart.com/used_cars/info.php?ID=1309632&DL=3758,Ssangyong Stavic Diesel 2.0A,31800,16550,18-Sep-15,115000,MPV,1810,2015,22110,3/9/2024,,,60101,369,1998,2080,3,
92,https://www.sgcarmart.com/used_cars/info.php?ID=1326078&DL=1000&utm_content=SLeligible,Mitsubishi Outlander 2.4A Sunroof,34000,17260,13-Jan-16,67000,2015,1636,Auto,19760,3/9/2024,20787,21102,60000,494,2360,1530,2,SUV
93,https://www.sgcarmart.com/used_cars/info.php?ID=1332229&DL=3426,Honda Vezel 1.5A X,32888,12420,30-Nov-16,129800,2016,682,Auto,17509,3/9/2024,20124,10174,50951,796,1496,1190,1,SUV
94,https://www.sgcarmart.com/used_cars/info.php?ID=1292020&DL=3989&utm_content=SLeligible,Honda Jazz 1.3M,40800,11470,25-Mar-08,220000,2008,885,Manual,13966,3/9/2024,14032,15436,39274,1276,1339,1020,5,Hatchback
95,https://www.sgcarmart.com/used_cars/info.php?ID=1332602&DL=1400,Mercedes-Benz CLA-Class CLA180 AMG Line,78800,17610,14-Jun-18,116000,2018,740,Auto,29924,3/9/2024,30379,24531,37000,1365,1595,1430,2,Luxury Sedan
96,https://www.sgcarmart.com/used_cars/info.php?ID=1309867&DL=4405,Porsche 911 C4 Cabriolet Tip,126450,28650,17-Nov-01,,2001,4977,Auto,13830,3/9/2024,129577,181408,31335,1588,3596,,,Sports Car
97,https://www.sgcarmart.com/used_cars/info.php?ID=1326036&DL=4343&utm_content=SLeligible,Mitsubishi Lancer EX 1.5A GLS,53500,13140,29-Sep-08,280000,2008,1026,Auto,13166,3/9/2024,15980,15980,32339,1465,1499,1313,6,Mid-Sized Sedan
98,https://www.sgcarmart.com/used_cars/info.php?ID=1252254&DL=2913&utm_content=SLeligible,Volvo S60 T2,85800,19090,11-Jun-18,110000,2018,684,Auto,31906,3/9/2024,25458,27642,38039,1372,1498,1558,2,Luxury Sedan
99,https://www.sgcarmart.com/used_cars/info.php?ID=1319420&DL=1149&utm_content=SLeligible,Honda Civic 1.5A VTEC Turbo Sunroof,64688,16540,14-Nov-17,81907,2017,684,Auto,31107,3/9/2024,26202,23683,49189,1155,1498,1324,1,Mid-Sized Sedan
100,https://www.sgcarmart.com/used_cars/info.php?ID=1283064&DL=1000,Infiniti Q50 2.0A T Sensory With ProActive,,,29-May-19,,2018,1202,Auto,48014,3/9/2024,34146,39805,42564,1705,1991,1644,1,Luxury Sedan
101,https://www.sgcarmart.com/used_cars/info.php?ID=1326102&DL=1000&utm_content=SLeligible,Porsche 911 Carrera 4S Cabriolet 3.8A PDK,288000,47910,7-Sep-10,,2010,5093,Auto,20999,3/9/2024,130398,130398,34935,2193,3800,1670,4,Sports Car
102,https://www.sgcarmart.com/used_cars/info.php?ID=1323308&DL=4398&utm_content=SLeligible,Honda Shuttle Hybrid 1.5A,36800,15630,14-Nov-16,100905,Stationwagon,682,2016,14894,3/9/2024,,,54200,790,1496,1190,3,
103,https://www.sgcarmart.com/used_cars/info.php?ID=1332475&DL=2189,Mercedes-Benz GLC-Class GLC200,128800,23470,23-Jan-19,123000,2018,1202,Auto,49724,3/9/2024,42569,51597,31001,1589,1991,1705,2,SUV
104,https://www.sgcarmart.com/used_cars/info.php?ID=1331933&DL=3730,BMW 2 Series 216i Gran Tourer,82000,15170,22-Nov-18,57000,2018,684,Auto,37190,3/9/2024,31412,35977,28457,1528,1499,1490,2,MPV
105,https://www.sgcarmart.com/used_cars/info.php?ID=1318279&DL=3730&utm_content=SLeligible,Ferrari Portofino 3.9A,728000,106030,18-Jul-19,15800,2019,3724,Auto,313615,3/9/2024,250575,423035,35906,1464,3855,1675,1,Sports Car
106,https://www.sgcarmart.com/used_cars/info.php?ID=1329500&DL=3758&utm_content=SLeligible,BMW 7 Series 740Li Sunroof,72500,14380,18-Sep-09,,2009,3543,Auto,19126,3/9/2024,101174,101174,37941,1829,2979,1895,1,Luxury Sedan
107,https://www.sgcarmart.com/used_cars/info.php?ID=1269305&DL=2277&utm_content=SLeligible,Hyundai i30 1.6A,41800,10930,12-Jul-08,82000,2008,1107,Auto,14616,3/9/2024,15662,15662,38214,1372,1591,1314,1,Hatchback
108,https://www.sgcarmart.com/used_cars/info.php?ID=1299460&DL=1194&utm_content=SLeligible,Mazda 3 1.5A Sunroof,54800,10950,17-Dec-14,90127,2014,682,Auto,,3/9/2024,14282,5000,,1825,1496,1339,3,Mid-Sized Sedan
109,https://www.sgcarmart.com/used_cars/info.php?ID=1284960&DL=3648&utm_content=SLeligible,BMW X1 sDrive18i,83777,16470,25-Jun-18,,2018,684,Auto,40298,3/9/2024,35811,42136,33900,1366,1499,1430,2,SUV
110,https://www.sgcarmart.com/used_cars/info.php?ID=1314104&DL=2795&utm_content=SLeligible,BMW 1 Series 118i 5DR,122800,12270,31-Jul-14,110900,2012,816,Auto,,3/9/2024,39456,37239,,0,1598,1390,4,Hatchback
