LISTING_URL,BRAND,PRICE,DEPRE_YEARLY,REG_DATE,MILEAGE_KM,MANUFACTURED_YEAR,ROAD_TAX_YEARLY,TRANSMISSION,DEREG_VALUE_FROM_SCRAPE_DATE,SCRAPE_DATE,OMV,ARF,COE_FROM_SCRAPE_DATE,DAYS_OF_COE_LEFT,ENGINE_CAPACITY_CC,CURB_WEIGHT_KG,NO_OF_OWNERS,VEHICLE_TYPE,FUEL_TYPE
https://www.sgcarmart.com/used_cars/info.php?ID=1312501&DL=2563\,PEUGEOT RCZ 1.6 TURBO AUTO,92800,14370,22-Mar-2011,91000,2011,1039,Auto,25729,15/09/2024,36917,36917,39844,2376,1598,1336,2,Sports Car,Petrol
https://www.sgcarmart.com/used_cars/info.php?ID=1326559&DL=1386\,AUDI TT ROADSTER 2.0 TFSI S TRONIC,249800,23760,25-Sep-2023,9000,2023,1194,Auto,156836,15/09/2024,51876,70565,129890,3294,1984,1435,1,Sports Car,Petrol
https://www.sgcarmart.com/used_cars/info.php?ID=1274503&DL=4554\,MITSUBISHI EVO X GSR SST 6-SPEED AMT,118000,30030,20-Aug-2008,,2008,1815,Auto,13747,15/09/2024,47577,47577,34991,1188,1998,1625,,Sports Car,Petrol
https://www.sgcarmart.com/used_cars/info.php?ID=1317224&DL=2011\,MERCEDES BENZ CLA180 COUPE AMG LINE,192800,20340,15-Feb-2023,16900,2022,586,Auto,101052,15/09/2024,36430,43002,86000,3168,1332,1410,1,Luxury Sedan,Petrol
https://www.sgcarmart.com/used_cars/info.php?ID=1334366&DL=4693\,B.M.W. 530I LED NAV,102800,22660,03-Nov-2017,123000,2017,1210,Auto,57676,15/09/2024,50933,63680,52000,1188,1998,1540,3,Luxury Sedan,Petrol
https://www.sgcarmart.com/used_cars/info.php?ID=1312668&DL=4449\,SUZUKI SWIFT 1.6 MT,23800,12150,19-Sep-2006,,2006,1104,Manual,10092,15/09/2024,12490,6940,51518,396,1586,1090,5,Hatchback,Petrol
https://www.sgcarmart.com/used_cars/info.php?ID=1304501&DL=3271\,MERCEDES BENZ C180 AVANTGARDE PA BSA,218900,22410,08-Jun-2023,8800,Luxury,682,2022,129705,15/09/2024,,,118501,3168,1496,1550,1,,Petrol-Electric
https://www.sgcarmart.com/used_cars/info.php?ID=1332185&DL=4313\,TOYOTA VIOS 1.5 G (AUTO),63800,13840,08-Oct-2018,70000,2018,682,Auto,22862,15/09/2024,15126,15126,30209,1464,1496,1100,1,Mid-Sized Sedan,Petrol
https://www.sgcarmart.com/used_cars/info.php?ID=1326430&DL=4162\,MERCEDES BENZ GLA180 (R18 BI),42800,22980,13-Jan-2016,121186,2015,740,Auto,20767,15/09/2024,26904,24666,54301,396,1595,1435,1,SUV,Petrol
https://www.sgcarmart.com/used_cars/info.php?ID=1332609&DL=4412\,B.M.W. 216D GRAN TOURER LED NAV 7 SEATER,33800,13970,24-Mar-2016,112000,MPV,1082,2016,20770,15/09/2024,,,45504,396,1496,1480,1,,Diesel
